표찰번호,설치개수,등수,소재지지번주소,리,지번,등주재질,위도,경도,관리기관전화번호,관리기관명,데이터기준일자
539-14,1,2,장기동,,10월 08일,전용주(철주),37.65962601,126.6644669,031-980-2796,김포시 도로관리과,2021-02-20
539-15,1,2,장기동,,10월 08일,전용주(철주),37.65930176,126.6643753,031-980-2796,김포시 도로관리과,2021-02-20
539-16,1,2,장기동,,10월 08일,전용주(철주),37.65908432,126.664299,031-980-2796,김포시 도로관리과,2021-02-20
539-17,1,2,장기동,,10월 11일,전용주(철주),37.65880585,126.6642075,031-980-2796,김포시 도로관리과,2021-02-20
539-18,1,1,장기동,,04월 13일,전용주(철주),37.66065979,126.6650696,031-980-2796,김포시 도로관리과,2021-02-20
539-19,1,1,장기동,,04월 05일,전용주(철주),37.66035461,126.6649628,031-980-2796,김포시 도로관리과,2021-02-20
539-2,1,2,장기동,,04월 13일,전용주(철주),37.66078949,126.6651993,031-980-2796,김포시 도로관리과,2021-02-20
539-20,1,1,장기동,,10월 08일,전용주(철주),37.66006851,126.6648331,031-980-2796,김포시 도로관리과,2021-02-20
539-21,1,1,장기동,,10월 08일,전용주(철주),37.65974045,126.664711,031-980-2796,김포시 도로관리과,2021-02-20
539-22,1,1,장기동,,10월 08일,전용주(철주),37.65933228,126.6645584,031-980-2796,김포시 도로관리과,2021-02-20
539-23,1,1,장기동,,10월 13일,전용주(철주),37.65889359,126.6643982,031-980-2796,김포시 도로관리과,2021-02-20
539-3,1,2,장기동,,04월 13일,전용주(철주),37.66090012,126.6650772,031-980-2796,김포시 도로관리과,2021-02-20
539-4,1,2,장기동,,04월 13일,전용주(철주),37.66101837,126.6648712,031-980-2796,김포시 도로관리과,2021-02-20
539-5,1,1,양촌읍,누산리,289-5,전용주(철주),37.66163635,126.6637802,031-980-2796,김포시 도로관리과,2021-02-20
539-6,1,1,양촌읍,누산리,289-6,전용주(철주),37.66152573,126.6640015,031-980-2796,김포시 도로관리과,2021-02-20
539-7,1,1,장기동,,01월 04일,전용주(철주),37.66140366,126.6642075,031-980-2796,김포시 도로관리과,2021-02-20
539-8,1,1,장기동,,05월 06일,전용주(철주),37.6612854,126.6644058,031-980-2796,김포시 도로관리과,2021-02-20
539-9,1,2,장기동,,05월 06일,전용주(철주),37.66110229,126.6646881,031-980-2796,김포시 도로관리과,2021-02-20
Jan-54,1,1,통진읍,옹정리,107-43,전용주(스텐),37.69755173,126.5714264,031-980-2796,김포시 도로관리과,2021-02-20
Feb-54,1,1,통진읍,옹정리,107-43,전용주(스텐),37.6978569,126.5716248,031-980-2796,김포시 도로관리과,2021-02-20
Mar-54,1,1,통진읍,옹정리,107-43,전용주(스텐),37.69812393,126.5718384,031-980-2796,김포시 도로관리과,2021-02-20
Apr-54,1,1,통진읍,옹정리,107-43,전용주(스텐),37.69826889,126.5719528,031-980-2796,김포시 도로관리과,2021-02-20
May-54,1,1,통진읍,옹정리,107-43,전용주(스텐),37.69860077,126.5721664,031-980-2796,김포시 도로관리과,2021-02-20
Jun-54,1,1,통진읍,옹정리,107-43,전용주(스텐),37.69881058,126.5723267,031-980-2796,김포시 도로관리과,2021-02-20
Jul-54,1,1,통진읍,옹정리,107-43,전용주(스텐),37.69901657,126.5724564,031-980-2796,김포시 도로관리과,2021-02-20
Aug-54,1,1,통진읍,옹정리,107-43,전용주(스텐),37.69930267,126.57267,031-980-2796,김포시 도로관리과,2021-02-20
540-1,1,2,장기동,,286,전용주(철주),37.65445328,126.6692123,031-980-2796,김포시 도로관리과,2021-02-20
540-10,1,2,운양동,,1406-2,전용주(철주),37.65301132,126.6712341,031-980-2796,김포시 도로관리과,2021-02-20
540-11,1,2,운양동,,1406-2,전용주(철주),37.65277481,126.6714935,031-980-2796,김포시 도로관리과,2021-02-20
540-12,1,2,장기동,,341-6,전용주(철주),37.65257645,126.6717758,031-980-2796,김포시 도로관리과,2021-02-20
540-13,1,2,장기동,,341-6,전용주(철주),37.65236664,126.6719742,031-980-2796,김포시 도로관리과,2021-02-20
540-2,1,2,장기동,,산 35-3,전용주(철주),37.65431976,126.6693649,031-980-2796,김포시 도로관리과,2021-02-20
540-3,1,2,장기동,,산 35-3,전용주(철주),37.65419388,126.6695328,031-980-2796,김포시 도로관리과,2021-02-20
540-4,1,2,장기동,,산 35-3,전용주(철주),37.65410614,126.6697235,031-980-2796,김포시 도로관리과,2021-02-20
540-5,1,2,장기동,,산 35-3,전용주(철주),37.65399933,126.6699677,031-980-2796,김포시 도로관리과,2021-02-20
540-6,1,2,운양동,,1406-2,전용주(철주),37.65393448,126.6702499,031-980-2796,김포시 도로관리과,2021-02-20
540-7,1,2,운양동,,1406-2,전용주(철주),37.65365982,126.6705017,031-980-2796,김포시 도로관리과,2021-02-20
540-8,1,2,운양동,,1406-2,전용주(철주),37.65351105,126.670723,031-980-2796,김포시 도로관리과,2021-02-20
540-9,1,2,운양동,,1406-2,전용주(철주),37.65328979,126.6709747,031-980-2796,김포시 도로관리과,2021-02-20
541-1,1,1,운양동,,1305-2,전용주(철주),37.65259171,126.6725006,031-980-2796,김포시 도로관리과,2021-02-20
541-10,1,2,운양동,,1305-2,전용주(철주),37.65381241,126.6711426,031-980-2796,김포시 도로관리과,2021-02-20
541-2,1,2,운양동,,1305-2,전용주(철주),37.65273324,126.6723672,031-980-2796,김포시 도로관리과,2021-02-20
541-3,1,2,운양동,,1305-2,전용주(철주),37.65287399,126.6722031,031-980-2796,김포시 도로관리과,2021-02-20
541-4,1,2,운양동,,1305-2,전용주(철주),37.65300751,126.6720428,031-980-2796,김포시 도로관리과,2021-02-20
541-5,1,2,운양동,,1305-2,전용주(철주),37.65313339,126.6719208,031-980-2796,김포시 도로관리과,2021-02-20
541-6,1,2,운양동,,1305-2,전용주(철주),37.65328598,126.6717529,031-980-2796,김포시 도로관리과,2021-02-20
541-7,1,2,운양동,,1305-2,전용주(철주),37.65343475,126.6715698,031-980-2796,김포시 도로관리과,2021-02-20
541-8,1,2,운양동,,1305-2,전용주(철주),37.65356827,126.6714325,031-980-2796,김포시 도로관리과,2021-02-20
541-9,1,2,운양동,,1305-2,전용주(철주),37.65369034,126.6712875,031-980-2796,김포시 도로관리과,2021-02-20
543-1,1,1,운양동,,1304-7,전용주(철주),37.64982224,126.6754684,031-980-2796,김포시 도로관리과,2021-02-20
543-10,1,2,운양동,,1304-6,전용주(철주),37.65122604,126.6739044,031-980-2796,김포시 도로관리과,2021-02-20
543-11,1,2,운양동,,1304-6,전용주(철주),37.65139008,126.6737366,031-980-2796,김포시 도로관리과,2021-02-20
543-12,1,2,운양동,,1304-6,전용주(철주),37.65160751,126.6735382,031-980-2796,김포시 도로관리과,2021-02-20
543-13,1,2,운양동,,1304-6,전용주(철주),37.65178299,126.6733475,031-980-2796,김포시 도로관리과,2021-02-20
543-14,1,2,운양동,,1304-6,전용주(철주),37.65197754,126.6731567,031-980-2796,김포시 도로관리과,2021-02-20
543-15,1,2,운양동,,1304-6,전용주(철주),37.65211868,126.6730118,031-980-2796,김포시 도로관리과,2021-02-20
543-16,1,2,운양동,,1304-6,전용주(철주),37.65227509,126.6728516,031-980-2796,김포시 도로관리과,2021-02-20
543-17,1,2,운양동,,1399,전용주(철주),37.65240479,126.6727066,031-980-2796,김포시 도로관리과,2021-02-20
543-18,1,1,운양동,,1399,전용주(철주),37.65251923,126.6726151,031-980-2796,김포시 도로관리과,2021-02-20
543-2,1,2,운양동,,1304-6,전용주(철주),37.64988327,126.675293,031-980-2796,김포시 도로관리과,2021-02-20
543-3,1,2,운양동,,1304-6,전용주(철주),37.65008926,126.6750946,031-980-2796,김포시 도로관리과,2021-02-20
543-4,1,2,운양동,,1304-6,전용주(철주),37.65026855,126.6749115,031-980-2796,김포시 도로관리과,2021-02-20
543-5,1,2,운양동,,1304-6,전용주(철주),37.65045547,126.6747284,031-980-2796,김포시 도로관리과,2021-02-20
543-6,1,2,운양동,,1304-6,전용주(철주),37.65061188,126.6745682,031-980-2796,김포시 도로관리과,2021-02-20
543-7,1,2,운양동,,1304-6,전용주(철주),37.65074921,126.6744156,031-980-2796,김포시 도로관리과,2021-02-20
543-8,1,2,운양동,,1304-6,전용주(철주),37.65091324,126.674263,031-980-2796,김포시 도로관리과,2021-02-20
543-9,1,2,운양동,,1304-6,전용주(철주),37.65104294,126.6740875,031-980-2796,김포시 도로관리과,2021-02-20
544-1,1,2,장기동,,1921,전용주(철주),37.64967728,126.6757889,031-980-2796,김포시 도로관리과,2021-02-20
544-10,1,2,장기동,,22-Feb,전용주(철주),37.65005875,126.6764908,031-980-2796,김포시 도로관리과,2021-02-20
544-11,1,2,장기동,,22-Feb,전용주(철주),37.65020752,126.6767044,031-980-2796,김포시 도로관리과,2021-02-20
544-2,1,1,장기동,,1921,전용주(철주),37.64977264,126.6759338,031-980-2796,김포시 도로관리과,2021-02-20
544-3,1,1,장기동,,1921,전용주(철주),37.64994812,126.6761856,031-980-2796,김포시 도로관리과,2021-02-20
544-4,1,1,장기동,,1921,전용주(철주),37.65011978,126.6764526,031-980-2796,김포시 도로관리과,2021-02-20
544-5,1,1,장기동,,1921,전용주(철주),37.65024567,126.6766663,031-980-2796,김포시 도로관리과,2021-02-20
544-6,1,2,장기동,,1921,전용주(철주),37.65034866,126.6768112,031-980-2796,김포시 도로관리과,2021-02-20
544-7,1,1,장기동,,1921,전용주(철주),37.65044403,126.6769714,031-980-2796,김포시 도로관리과,2021-02-20
544-8,1,2,장기동,,22-Feb,전용주(철주),37.64971924,126.6759796,031-980-2796,김포시 도로관리과,2021-02-20
544-9,1,2,장기동,,22-Feb,전용주(철주),37.64989853,126.6762238,031-980-2796,김포시 도로관리과,2021-02-20
545-1,1,2,장기동,,22-Jul,전용주(철주),37.64702988,126.6781387,031-980-2796,김포시 도로관리과,2021-02-20
545-10,1,2,장기동,,22-Jul,전용주(철주),37.64850616,126.6766815,031-980-2796,김포시 도로관리과,2021-02-20
545-11,1,2,장기동,,22-Jul,전용주(철주),37.64865875,126.6765442,031-980-2796,김포시 도로관리과,2021-02-20
545-12,1,2,장기동,,22-Jul,전용주(철주),37.64876938,126.6764221,031-980-2796,김포시 도로관리과,2021-02-20
545-13,1,2,장기동,,22-Jul,전용주(철주),37.64889908,126.6762695,031-980-2796,김포시 도로관리과,2021-02-20
545-14,1,2,장기동,,22-Jul,전용주(철주),37.64909363,126.6761017,031-980-2796,김포시 도로관리과,2021-02-20
545-15,1,2,장기동,,22-Jul,전용주(철주),37.64926529,126.6759109,031-980-2796,김포시 도로관리과,2021-02-20
545-16,1,2,장기동,,1923,전용주(철주),37.64949417,126.6756744,031-980-2796,김포시 도로관리과,2021-02-20
545-17,1,3,장기동,,1921,전용주(철주),37.64961243,126.6756821,031-980-2796,김포시 도로관리과,2021-02-20
545-2,1,2,장기동,,22-Jul,전용주(철주),37.64715195,126.6780167,031-980-2796,김포시 도로관리과,2021-02-20
545-3,1,2,장기동,,1923,전용주(철주),37.64732361,126.6778488,031-980-2796,김포시 도로관리과,2021-02-20
545-4,1,2,장기동,,22-Jul,전용주(철주),37.64746857,126.6777039,031-980-2796,김포시 도로관리과,2021-02-20
545-5,1,2,장기동,,22-Jul,전용주(철주),37.64763641,126.6775208,031-980-2796,김포시 도로관리과,2021-02-20
545-6,1,2,장기동,,22-Jul,전용주(철주),37.64779282,126.6773605,031-980-2796,김포시 도로관리과,2021-02-20
545-7,1,2,장기동,,22-Jul,전용주(철주),37.64794922,126.6772385,031-980-2796,김포시 도로관리과,2021-02-20
545-8,1,2,장기동,,22-Jul,전용주(철주),37.64809418,126.6770859,031-980-2796,김포시 도로관리과,2021-02-20
545-9,1,2,장기동,,22-Jul,전용주(철주),37.64828491,126.6769104,031-980-2796,김포시 도로관리과,2021-02-20
546-1,1,2,장기동,,1946,전용주(철주),37.64825058,126.6738205,031-980-2796,김포시 도로관리과,2021-02-20
546-10,1,2,장기동,,01-Feb,전용주(철주),37.64549255,126.6745529,031-980-2796,김포시 도로관리과,2021-02-20
546-11,1,2,장기동,,01-Feb,전용주(철주),37.6454277,126.6741486,031-980-2796,김포시 도로관리과,2021-02-20
546-12,1,2,장기동,,2069,전용주(철주),37.64530563,126.6735306,031-980-2796,김포시 도로관리과,2021-02-20
546-13,1,2,장기동,,2069,전용주(철주),37.64536667,126.6730652,031-980-2796,김포시 도로관리과,2021-02-20
546-14,1,2,장기동,,2069,전용주(철주),37.64560699,126.6725769,031-980-2796,김포시 도로관리과,2021-02-20
546-15,1,2,장기동,,2069,전용주(철주),37.64588547,126.6721191,031-980-2796,김포시 도로관리과,2021-02-20
546-16,1,2,장기동,,2069,전용주(철주),37.64614487,126.6717224,031-980-2796,김포시 도로관리과,2021-02-20
546-17,1,2,장기동,,2069,전용주(철주),37.64633942,126.6713791,031-980-2796,김포시 도로관리과,2021-02-20
546-2,1,2,장기동,,1946,전용주(철주),37.64796066,126.6740799,031-980-2796,김포시 도로관리과,2021-02-20
546-3,1,2,장기동,,1946,전용주(철주),37.64772034,126.6743011,031-980-2796,김포시 도로관리과,2021-02-20
546-4,1,2,장기동,,1946,전용주(철주),37.64732361,126.6747208,031-980-2796,김포시 도로관리과,2021-02-20
546-5,1,2,장기동,,1946,전용주(철주),37.64704514,126.6749954,031-980-2796,김포시 도로관리과,2021-02-20
546-6,1,2,장기동,,1946,전용주(철주),37.64670563,126.6752167,031-980-2796,김포시 도로관리과,2021-02-20
546-7,1,2,장기동,,1946,전용주(철주),37.64635468,126.6753311,031-980-2796,김포시 도로관리과,2021-02-20
546-8,1,2,장기동,,1946,전용주(철주),37.64592743,126.6754456,031-980-2796,김포시 도로관리과,2021-02-20
546-9,1,2,장기동,,01-Feb,전용주(철주),37.64555359,126.6749649,031-980-2796,김포시 도로관리과,2021-02-20
547-1,1,1,장기동,,1952,전용주(철주),37.64548492,126.6739426,031-980-2796,김포시 도로관리과,2021-02-20
547-10,1,1,장기동,,1951,전용주(철주),37.64710236,126.6732178,031-980-2796,김포시 도로관리과,2021-02-20
547-11,1,1,장기동,,1951,전용주(철주),37.64694595,126.6729507,031-980-2796,김포시 도로관리과,2021-02-20
547-12,1,1,장기동,,1951,전용주(철주),37.64676285,126.672699,031-980-2796,김포시 도로관리과,2021-02-20
547-13,1,1,장기동,,1951,전용주(철주),37.64653015,126.672493,031-980-2796,김포시 도로관리과,2021-02-20
547-14,1,1,장기동,,1951,전용주(철주),37.64630127,126.6722717,031-980-2796,김포시 도로관리과,2021-02-20
547-15,1,1,장기동,,1951,전용주(철주),37.64607239,126.6720734,031-980-2796,김포시 도로관리과,2021-02-20
547-16,1,1,장기동,,1950,전용주(철주),37.6462822,126.6719971,031-980-2796,김포시 도로관리과,2021-02-20
547-17,1,1,장기동,,1950,전용주(철주),37.64658737,126.6720123,031-980-2796,김포시 도로관리과,2021-02-20
547-18,1,1,장기동,,1950,전용주(철주),37.64680481,126.6721878,031-980-2796,김포시 도로관리과,2021-02-20
547-19,1,1,장기동,,1950,전용주(철주),37.6470108,126.6723862,031-980-2796,김포시 도로관리과,2021-02-20
547-2,1,1,장기동,,1952,전용주(철주),37.64577484,126.6739655,031-980-2796,김포시 도로관리과,2021-02-20
547-20,1,1,장기동,,Apr-48,전용주(철주),37.64721298,126.6726151,031-980-2796,김포시 도로관리과,2021-02-20
547-21,1,1,장기동,,1950,전용주(철주),37.6473732,126.6728745,031-980-2796,김포시 도로관리과,2021-02-20
547-22,1,1,장기동,,1950,전용주(철주),37.64746857,126.6731339,031-980-2796,김포시 도로관리과,2021-02-20
547-23,1,1,장기동,,1950,전용주(철주),37.64744949,126.6734695,031-980-2796,김포시 도로관리과,2021-02-20
547-24,1,1,장기동,,1950,전용주(철주),37.64732742,126.6737213,031-980-2796,김포시 도로관리과,2021-02-20
547-25,1,1,장기동,,1950,전용주(철주),37.64723587,126.6738892,031-980-2796,김포시 도로관리과,2021-02-20
547-26,1,1,장기동,,1950,전용주(철주),37.64701462,126.6739807,031-980-2796,김포시 도로관리과,2021-02-20
547-3,1,1,장기동,,1952,전용주(철주),37.64601135,126.6741409,031-980-2796,김포시 도로관리과,2021-02-20
547-4,1,1,장기동,,1952,전용주(철주),37.6462059,126.6743011,031-980-2796,김포시 도로관리과,2021-02-20
547-5,1,1,장기동,,1951,전용주(철주),37.64646912,126.6743164,031-980-2796,김포시 도로관리과,2021-02-20
547-6,1,1,장기동,,1951,전용주(철주),37.64662933,126.6741333,031-980-2796,김포시 도로관리과,2021-02-20
547-7,1,1,장기동,,1951,전용주(철주),37.64674377,126.6739349,031-980-2796,김포시 도로관리과,2021-02-20
547-8,1,1,장기동,,1951,전용주(철주),37.64689255,126.6737061,031-980-2796,김포시 도로관리과,2021-02-20
547-9,1,1,장기동,,1951,전용주(철주),37.64703369,126.6734772,031-980-2796,김포시 도로관리과,2021-02-20
548-1,1,2,장기동,,1946,전용주(철주),37.64287186,126.6780319,031-980-2796,김포시 도로관리과,2021-02-20
548-10,1,2,장기동,,1946,전용주(철주),37.64344025,126.6770325,031-980-2796,김포시 도로관리과,2021-02-20
548-12,1,2,장기동,,1946,전용주(철주),37.64321518,126.677475,031-980-2796,김포시 도로관리과,2021-02-20
548-2,1,2,장기동,,2027,전용주(철주),37.64260101,126.6777954,031-980-2796,김포시 도로관리과,2021-02-20
548-3,1,2,장기동,,2027,전용주(철주),37.64224625,126.677475,031-980-2796,김포시 도로관리과,2021-02-20
548-4,1,2,장기동,,2027,전용주(철주),37.64191437,126.6772003,031-980-2796,김포시 도로관리과,2021-02-20
548-5,1,2,장기동,,2002,전용주(철주),37.64204025,126.6767654,031-980-2796,김포시 도로관리과,2021-02-20
548-6,1,2,장기동,,2002,전용주(철주),37.6423111,126.6765366,031-980-2796,김포시 도로관리과,2021-02-20
548-7,1,2,장기동,,2002,전용주(철주),37.64262772,126.676445,031-980-2796,김포시 도로관리과,2021-02-20
548-8,1,2,장기동,,2002,전용주(철주),37.64300156,126.6765137,031-980-2796,김포시 도로관리과,2021-02-20
548-9,1,2,장기동,,2002,전용주(철주),37.64334106,126.676796,031-980-2796,김포시 도로관리과,2021-02-20
549-1,1,1,양촌읍,누산리,1096-3,전용주(철주),37.66630173,126.6670532,031-980-2796,김포시 도로관리과,2021-02-20
549-10,1,1,양촌읍,누산리,103-2,전용주(철주),37.66589355,126.6663742,031-980-2796,김포시 도로관리과,2021-02-20
549-11,1,1,양촌읍,누산리,253-2,전용주(철주),37.66559601,126.6665573,031-980-2796,김포시 도로관리과,2021-02-20
549-12,1,1,양촌읍,누산리,279-5,전용주(철주),37.66527176,126.6666336,031-980-2796,김포시 도로관리과,2021-02-20
549-13,1,1,양촌읍,누산리,279-2,전용주(철주),37.66496277,126.666626,031-980-2796,김포시 도로관리과,2021-02-20
549-14,1,1,양촌읍,누산리,279-2,전용주(철주),37.66471863,126.6666031,031-980-2796,김포시 도로관리과,2021-02-20
549-15,1,1,양촌읍,누산리,279-2,전용주(철주),37.66459656,126.6665573,031-980-2796,김포시 도로관리과,2021-02-20
549-16,1,1,양촌읍,누산리,278-4,전용주(철주),37.66449356,126.6665115,031-980-2796,김포시 도로관리과,2021-02-20
549-17,1,1,양촌읍,누산리,278-3,전용주(철주),37.66432571,126.6664429,031-980-2796,김포시 도로관리과,2021-02-20
549-19,1,1,양촌읍,누산리,277-1,전용주(철주),37.66417313,126.6663895,031-980-2796,김포시 도로관리과,2021-02-20
549-2,1,1,양촌읍,누산리,1032-39,전용주(철주),37.66604996,126.6671066,031-980-2796,김포시 도로관리과,2021-02-20
549-20,1,1,양촌읍,누산리,277-3,전용주(철주),37.66399384,126.6663208,031-980-2796,김포시 도로관리과,2021-02-20
549-22,1,1,양촌읍,누산리,276-3,전용주(철주),37.66384125,126.6662521,031-980-2796,김포시 도로관리과,2021-02-20
549-23,1,1,양촌읍,누산리,276-2,전용주(철주),37.66362381,126.6661835,031-980-2796,김포시 도로관리과,2021-02-20
549-24,1,1,양촌읍,누산리,276-2,전용주(철주),37.66346359,126.6661224,031-980-2796,김포시 도로관리과,2021-02-20
549-25,1,1,양촌읍,누산리,276-2,전용주(철주),37.66328812,126.6660538,031-980-2796,김포시 도로관리과,2021-02-20
549-3,1,1,양촌읍,누산리,1096-3,전용주(철주),37.6664505,126.6663132,031-980-2796,김포시 도로관리과,2021-02-20
549-4,1,1,양촌읍,누산리,1096-6,전용주(철주),37.6663208,126.6666031,031-980-2796,김포시 도로관리과,2021-02-20
549-5,1,1,양촌읍,누산리,1095-48,전용주(철주),37.6661644,126.6667862,031-980-2796,김포시 도로관리과,2021-02-20
549-6,1,1,양촌읍,누산리,1032-39,전용주(철주),37.66596603,126.6669006,031-980-2796,김포시 도로관리과,2021-02-20
549-7,1,1,양촌읍,누산리,280-1,전용주(철주),37.66563797,126.6669464,031-980-2796,김포시 도로관리과,2021-02-20
549-8,1,1,양촌읍,누산리,279-5,전용주(철주),37.66542435,126.6668701,031-980-2796,김포시 도로관리과,2021-02-20
549-9,1,1,양촌읍,누산리,279-5,전용주(철주),37.66520691,126.6667938,031-980-2796,김포시 도로관리과,2021-02-20
Jan-55,1,1,통진읍,옹정리,110-30,전용주(철주),37.69846725,126.5719299,031-980-2796,김포시 도로관리과,2021-02-20
Feb-55,1,1,통진읍,옹정리,110-32,전용주(철주),37.6985817,126.5716705,031-980-2796,김포시 도로관리과,2021-02-20
Mar-55,1,1,통진읍,옹정리,110-32,전용주(철주),37.69869232,126.5714035,031-980-2796,김포시 도로관리과,2021-02-20
Apr-55,1,1,통진읍,옹정리,110-30,전용주(철주),37.69880295,126.5711594,031-980-2796,김포시 도로관리과,2021-02-20
May-55,1,1,통진읍,옹정리,110-32,전용주(철주),37.69890976,126.5709229,031-980-2796,김포시 도로관리과,2021-02-20
550-1,1,1,양촌읍,누산리,286,전용주(철주),37.66312027,126.6659775,031-980-2796,김포시 도로관리과,2021-02-20
550-10,1,1,양촌읍,누산리,219-11,전용주(철주),37.66171265,126.6641006,031-980-2796,김포시 도로관리과,2021-02-20
550-11,1,1,운양동,,855-4,전용주(철주),37.66249466,126.6657562,031-980-2796,김포시 도로관리과,2021-02-20
550-12,1,1,운양동,,855-4,전용주(철주),37.66234207,126.6656876,031-980-2796,김포시 도로관리과,2021-02-20
550-13,1,1,운양동,,855-2,전용주(철주),37.66220856,126.6656342,031-980-2796,김포시 도로관리과,2021-02-20
550-14,1,1,운양동,,854-3,전용주(철주),37.66205978,126.6655884,031-980-2796,김포시 도로관리과,2021-02-20
550-15,1,1,운양동,,854-3,전용주(철주),37.66187286,126.6655045,031-980-2796,김포시 도로관리과,2021-02-20
550-16,1,1,운양동,,854-2,전용주(철주),37.66167831,126.6654358,031-980-2796,김포시 도로관리과,2021-02-20
550-17,1,1,운양동,,853-3,전용주(철주),37.66141891,126.6653366,031-980-2796,김포시 도로관리과,2021-02-20
550-18,1,1,운양동,,853,전용주(철주),37.66120529,126.6652679,031-980-2796,김포시 도로관리과,2021-02-20
550-19,1,1,장기동,,04월 02일,전용주(철주),37.66089249,126.6651535,031-980-2796,김포시 도로관리과,2021-02-20
550-2,1,1,양촌읍,누산리,287-1,전용주(철주),37.66275406,126.6657486,031-980-2796,김포시 도로관리과,2021-02-20
550-3,1,1,운양동,,855-4,전용주(철주),37.66228867,126.6654892,031-980-2796,김포시 도로관리과,2021-02-20
550-4,1,1,운양동,,854-2,전용주(철주),37.66196442,126.665329,031-980-2796,김포시 도로관리과,2021-02-20
550-5,1,2,운양동,,853-3,전용주(철주),37.6617012,126.665184,031-980-2796,김포시 도로관리과,2021-02-20
550-6,1,2,운양동,,853,전용주(철주),37.66153336,126.6649017,031-980-2796,김포시 도로관리과,2021-02-20
550-7,1,2,운양동,,853,전용주(철주),37.66143036,126.6648941,031-980-2796,김포시 도로관리과,2021-02-20
550-8,1,2,장기동,,1281-1,전용주(철주),37.6615448,126.6651306,031-980-2796,김포시 도로관리과,2021-02-20
550-9,1,1,장기동,,1281-1,전용주(철주),37.66148376,126.6645584,031-980-2796,김포시 도로관리과,2021-02-20
551-1,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62311935,126.6314774,031-980-2796,김포시 도로관리과,2021-02-20
551-10,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62510681,126.6309128,031-980-2796,김포시 도로관리과,2021-02-20
551-11,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62535477,126.6308746,031-980-2796,김포시 도로관리과,2021-02-20
551-12,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62558746,126.6308441,031-980-2796,김포시 도로관리과,2021-02-20
551-13,1,1,양촌읍,대포리,02월 18일,전용주(스텐),37.62581635,126.6307983,031-980-2796,김포시 도로관리과,2021-02-20
551-14,1,1,양촌읍,대포리,02월 18일,전용주(스텐),37.62598801,126.6307755,031-980-2796,김포시 도로관리과,2021-02-20
551-15,1,1,양촌읍,대포리,02월 18일,전용주(스텐),37.62621689,126.6307602,031-980-2796,김포시 도로관리과,2021-02-20
551-16,1,1,양촌읍,대포리,02월 18일,전용주(스텐),37.62639618,126.6307144,031-980-2796,김포시 도로관리과,2021-02-20
551-17,1,1,양촌읍,대포리,02월 18일,전용주(스텐),37.62657547,126.6306763,031-980-2796,김포시 도로관리과,2021-02-20
551-18,1,1,양촌읍,대포리,02월 18일,전용주(스텐),37.62688446,126.6305618,031-980-2796,김포시 도로관리과,2021-02-20
551-19,1,1,양촌읍,대포리,02월 18일,전용주(스텐),37.62714005,126.6304016,031-980-2796,김포시 도로관리과,2021-02-20
551-2,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62337875,126.6313705,031-980-2796,김포시 도로관리과,2021-02-20
551-20,1,1,양촌읍,구래리,748-11,전용주(스텐),37.62757492,126.6301041,031-980-2796,김포시 도로관리과,2021-02-20
551-3,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62366486,126.6312637,031-980-2796,김포시 도로관리과,2021-02-20
551-4,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62402725,126.6311035,031-980-2796,김포시 도로관리과,2021-02-20
551-5,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62434387,126.6310196,031-980-2796,김포시 도로관리과,2021-02-20
551-6,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62451935,126.6309891,031-980-2796,김포시 도로관리과,2021-02-20
551-7,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62468719,126.6309586,031-980-2796,김포시 도로관리과,2021-02-20
551-8,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62482834,126.6309433,031-980-2796,김포시 도로관리과,2021-02-20
551-9,1,1,양촌읍,대포리,02월 14일,전용주(스텐),37.62496567,126.630928,031-980-2796,김포시 도로관리과,2021-02-20
552-1,1,1,양촌읍,대포리,Oct-36,전용주(스텐),37.61991882,126.6332703,031-980-2796,김포시 도로관리과,2021-02-20
552-10,1,1,양촌읍,대포리,54-13,전용주(스텐),37.62125397,126.6323395,031-980-2796,김포시 도로관리과,2021-02-20
552-11,1,1,양촌읍,대포리,54-13,전용주(스텐),37.62145996,126.632225,031-980-2796,김포시 도로관리과,2021-02-20
552-12,1,1,양촌읍,대포리,54-13,전용주(스텐),37.62164307,126.6321411,031-980-2796,김포시 도로관리과,2021-02-20
552-13,1,1,양촌읍,대포리,54-13,전용주(스텐),37.62188721,126.632019,031-980-2796,김포시 도로관리과,2021-02-20
552-14,1,1,양촌읍,대포리,54-13,전용주(스텐),37.62203598,126.6319504,031-980-2796,김포시 도로관리과,2021-02-20
552-15,1,1,양촌읍,대포리,54-13,전용주(스텐),37.62220383,126.6318741,031-980-2796,김포시 도로관리과,2021-02-20
552-16,1,1,양촌읍,대포리,54-13,전용주(스텐),37.6224556,126.6317673,031-980-2796,김포시 도로관리과,2021-02-20
