시도명,시군구명,시설명,구분,연락처,소재지지번주소
강원도,정선군,보람관광,운수업,033-563-0561,강원도 정선군 정선읍 북실리 757-3
강원도,정선군,강원여객,운수업,033-563-1094,강원도 정선군 정선읍 북실리 757-3
강원도,정선군,구미정,일반음식점,033-563-1779,강원도 정선군 정선읍 북실리 701-17
강원도,정선군,노블레스,숙박업,033-563-2290,강원도 정선군 임계면 송계리 764-1
강원도,정선군,호텔 신 아라리,숙박업,033-563-3001,강원도 정선군 여량면 여량리 371-4
강원도,정선군,봉양어린이집,보육시설,033-563-3127,강원도 정선군 정선읍 봉양리 46-55
강원도,정선군,공립단설정선유치원,단체급식소,033-563-3237,강원도 정선군 정선읍 신월리 754-1
강원도,정선군,정선유치원,보육시설,033-563-3237,강원도 정선군 정선읍 신월리 754-1
강원도,정선군,미락정갈비,일반음식점,033-563-4477,강원도 정선군 정선읍 봉양리 56-5
강원도,정선군,정선아리랑시장,시장,033-563-6200,강원도 정선군 정선읍 봉양리 349-20
강원도,정선군,갤러리모텔,숙박업,033-563-7555,강원도 정선군 정선읍 애산리 592
강원도,정선군,화암파크,숙박업,033-563-7731,강원도 정선군 화암면 화암리 548-6
강원도,정선군,크리스탈모텔,숙박업,033-563-7744,강원도 정선군 정선읍 봉양리 333-14
강원도,정선군,유스패밀리&비비큐,일반음식점,033-563-8500,강원도 정선군 정선읍 봉양리 46-60
강원도,정선군,사북중고등학교,기숙사,033-590-0101,강원도 정선군 사북읍 사북리 286
강원도,정선군,메이힐스리조트,숙박업,033-590-1000,강원도 정선군 고한읍 고한리 142
강원도,정선군,메이힐스 연회장,일반음식점,033-590-1671,강원도 정선군 고한읍 고한리 142
강원도,정선군,강원랜드 복지재단,사무실,033-590-5902,강원도 정선군 고한읍 고한리 66-5
강원도,정선군,라비스타,일반음식점,033-590-6305,강원도 정선군 사북읍 사북리 424
강원도,정선군,월드퓨전,일반음식점,033-590-6305,강원도 정선군 사북읍 사북리 424
강원도,정선군,크리스탈라운지,일반음식점,033-590-6305,강원도 정선군 사북읍 사북리 424
강원도,정선군,한식당 궁,일반음식점,033-590-6848,강원도 정선군 고한읍 고한리 438
강원도,정선군,퓨전레스토랑,일반음식점,033-590-6903,강원도 정선군 고한읍 고한리 438
강원도,정선군,마운틴콘도 연회장,일반음식점,033-590-6903,강원도 정선군 고한읍 고한리 산 286
강원도,정선군,힐레스토랑,일반음식점,033-590-6903,강원도 정선군 고한읍 고한리 산 286
강원도,정선군,힐콘도 연회장,일반음식점,033-590-6903,강원도 정선군 고한읍 고한리 산 286
강원도,정선군,(주)강원랜드 힐,단체급식소,033-590-6903,강원도 정선군 고한읍 고한리 산 1-239
강원도,정선군,더 가든,일반음식점,033-590-7266,강원도 정선군 사북읍 사북리 424
강원도,정선군,하이랜드,일반음식점,033-590-7421,강원도 정선군 고한읍 고한리 274-104
강원도,정선군,운암정,일반음식점,033-590-7631,강원도 정선군 사북읍 사북리 424
강원도,정선군,마운틴허브카페테리아,일반음식점,033-590-7700,강원도 정선군 고한읍 고한리 산 1-18
강원도,정선군,하이원호텔연회장,일반음식점,033-590-7700,강원도 정선군 고한읍 고한리 424
강원도,정선군,전망레스토랑,일반음식점,033-590-7700,강원도 정선군 고한읍 고한리 438
강원도,정선군,밸리 카페테리아,일반음식점,033-590-7700,강원도 정선군 고한읍 고한리 438
강원도,정선군,엔제리너스,휴게음식점,033-590-7700,강원도 정선군 고한읍 고한리 130-38
강원도,정선군,연회장,일반음식점,033-590-7700,강원도 정선군 사북읍 사북리 424
강원도,정선군,레스토랑팬지,일반음식점,033-590-7700,강원도 정선군 사북읍 사북리 424
강원도,정선군,오리엔,일반음식점,033-590-7700,강원도 정선군 사북읍 사북리 424
강원도,정선군,카페 뮤즈,일반음식점,033-590-7700,강원도 정선군 사북읍 사북리 424
강원도,정선군,카페라운지,일반음식점,033-590-7700,강원도 정선군 사북읍 사북리 424
강원도,정선군,강원랜드 밸리 직원식당,단체급식소,033-590-7700,강원도 정선군 고한읍 고한리 130-38
강원도,정선군,하이원 마운틴 직원식당,단체급식소,033-590-7700,강원도 정선군 고한읍 고한리 438
강원도,정선군,강원랜드호텔,숙박업,033-590-7700,강원도 정선군 사북읍 사북리 424
강원도,정선군,하이원콘도미니엄,숙박업,033-590-7700,강원도 정선군 고한읍 고한리 424
강원도,정선군,밸리허브카페테리아,일반음식점,033-590-7871,강원도 정선군 사북읍 사북리 424
강원도,정선군,(주) 강원랜드 기숙사,단체급식소,033-590-8009,강원도 정선군 고한읍 고한리 90-2
강원도,정선군,발렌타인,숙박업,033-591-0209,강원도 정선군 고한읍 고한리 165-12
강원도,정선군,문호텔,숙박업,033-591-0707,강원도 정선군 사북읍 사북리 369-13
강원도,정선군,모텔테마파크,숙박업,033-591-0805,강원도 정선군 고한읍 고한리 165-17
강원도,정선군,남선초등,학교,033-591-1005,강원도 정선군 남면 문곡리 100-1
강원도,정선군,증산초등학교,단체급식소,033-591-1068,강원도 정선군 남면 무릉리 412-5
강원도,정선군,증산초등,학교,033-591-1068,강원도 정선군 남면 무릉리 412-5
강원도,정선군,문곡중,학교,033-591-1116,강원도 정선군 남면 문곡리 313
강원도,정선군,남창분교,학교,033-591-1228,강원도 정선군 정선읍 낙동리 220-3
강원도,정선군,랜드호텔,숙박업,033-591-1900,강원도 정선군 사북읍 사북리 356-110
강원도,정선군,갈래초등,학교,033-591-2530,강원도 정선군 고한읍 고한리 31
강원도,정선군,루비모텔,숙박업,033-591-2728,강원도 정선군 고한읍 고한리 62-307
강원도,정선군,삼탄아트마인832레스토랑,일반음식점,033-591-3001,강원도 정선군 고한읍 고한리 산 216-1
강원도,정선군,하이랜드호텔,숙박업,033-591-3500,강원도 정선군 고한읍 고한리 274-104
강원도,정선군,(주)강원랜드 다목적숙소 직원식당,단체급식소,033-591-4113,강원도 정선군 고한읍 고한리 65-14
강원도,정선군,골프텔,단체급식소,033-591-4115,강원도 정선군 고한읍 고한리 424
강원도,정선군,고한구공탄시장,시장,033-591-4989,강원도 정선군 고한읍 고한리 62-34
강원도,정선군,증산어린이집,보육시설,033-591-5200,강원도 정선군 남면 무릉리 748-10
강원도,정선군,한우극장,일반음식점,033-591-5288,강원도 정선군 고한읍 고한리 274-153
강원도,정선군,새빛어린이집,보육시설,033-591-5450,강원도 정선군 고한읍 고한리 산 261-45
강원도,정선군,윈모텔,숙박업,033-591-5523,강원도 정선군 사북읍 사북리 368-1
강원도,정선군,엘까사모텔,숙박업,033-591-5799,강원도 정선군 사북읍 사북리 452-53
강원도,정선군,강원랜드호텔카지노,위탁급식영업,033-591-6100,강원도 정선군 사북읍 사북리 424
강원도,정선군,월드컵모텔,숙박업,033-591-6722,강원도 정선군 사북읍 사북리 356-134
강원도,정선군,경포모텔,숙박업,033-591-6767,강원도 정선군 고한읍 고한리 62-310
강원도,정선군,아리야 모텔,숙박업,033-591-6863,강원도 정선군 사북읍 사북리 369-47
강원도,정선군,그랜드파크모텔,숙박업,033-591-7077,강원도 정선군 고한읍 고토일길 111
강원도,정선군,사북시장,시장,033-591-7277,강원도 정선군 사북읍 사북리 366-59
강원도,정선군,엘스관광호텔,숙박업,033-591-7300,강원도 정선군 사북읍 사북리 356-87
강원도,정선군,하이원호텔,숙박업,033-591-7700,강원도 정선군 고한읍 고한리 424
강원도,정선군,코모도모텔,숙박업,033-591-7733,강원도 정선군 고한읍 고한리 152-7
강원도,정선군,에이스가족호텔,숙박업,033-591-7800,강원도 정선군 고한읍 고한리 124-11
강원도,정선군,백전초등,학교,033-591-8048,강원도 정선군 화암면 백전리 357
강원도,정선군,호텔 인,숙박업,033-591-8111,강원도 정선군 사북읍 사북리 356-224
강원도,정선군,시즌호텔,숙박업,033-591-9080,강원도 정선군 사북읍 사북리 366-25
강원도,정선군,사북어린이집,단체급식소,033-591-9250,강원도 정선군 사북읍 사북리 300-10
강원도,정선군,"이코노미호텔 정선점 (구,아이비)",숙박업,033-592-0007,강원도 정선군 남면 무릉4로 2
강원도,정선군,썬모텔,숙박업,033-592-0090,강원도 정선군 고한읍 고한리 152-1
강원도,정선군,사북고등학교,단체급식소,033-592-0171,강원도 정선군 사북읍 사북리 286
강원도,정선군,사북중고,학교,033-592-0171,강원도 정선군 사북읍 사북리 286
강원도,정선군,스타월드,숙박업,033-592-0311,강원도 정선군 고한읍 고한리 96-29
강원도,정선군,고한초등학교,단체급식소,033-592-0772,강원도 정선군 고한읍 고한리 74
강원도,정선군,고한초등,학교,033-592-0772,강원도 정선군 고한읍 고한12리
강원도,정선군,스위스모텔,숙박업,033-592-1592,강원도 정선군 사북읍 사북리 366-82
강원도,정선군,스마트호텔,숙박업,033-592-1600,강원도 정선군 사북읍 사북리 356-107
강원도,정선군,옛골 참갈비,일반음식점,033-592-1688,강원도 정선군 사북읍 사북리 356-80
강원도,정선군,스카이모텔,숙박업,033-592-1900,강원도 정선군 사북읍 사북리 356-27
강원도,정선군,하이밸리호텔,숙박업,033-592-2003,강원도 정선군 고한읍 고한리 124-6
강원도,정선군,은하모텔,숙박업,033-592-2137,강원도 정선군 사북읍 사북리 366-147
강원도,정선군,스타호텔,숙박업,033-592-2500,강원도 정선군 사북읍 사북리 356-80
강원도,정선군,고한읍 행정복지센터,사무실,033-592-3001,강원도 정선군 고한읍 고한리 80-4
강원도,정선군,리버사이드모텔,숙박업,033-592-3326,강원도 정선군 남면 무릉리 491
강원도,정선군,황소 실비식당 2호점,일반음식점,033-592-3500,강원도 정선군 사북읍 사북리 344-69
강원도,정선군,신라장여관,숙박업,033-592-3844,강원도 정선군 고한읍 고한리 96-28
강원도,정선군,동원모텔,숙박업,033-592-3997,강원도 정선군 사북읍 사북리 369-9
강원도,정선군,고한중고,학교,033-592-4481,강원도 정선군 고한읍 고한리 80
강원도,정선군,뉴서울모텔,숙박업,033-592-5252,강원도 정선군 사북읍 사북리 313-27
강원도,정선군,오베론모텔,숙박업,033-592-5293,강원도 정선군 사북읍 사북리 239-5
강원도,정선군,사북초병설유치원,보육시설,033-592-5521,강원도 정선군 사북읍 사북리 270
강원도,정선군,사북초등학교,단체급식소,033-592-5522,강원도 정선군 사북읍 사북리 270
강원도,정선군,사북초등,학교,033-592-5522,강원도 정선군 사북읍 사북리 344-4
강원도,정선군,베르사유 모텔,숙박업,033-592-6661,강원도 정선군 사북읍 사북리 244-3
강원도,정선군,라스베가스,숙박업,033-592-6668,강원도 정선군 사북읍 사북리 237-1
강원도,정선군,휘닉스호텔,숙박업,033-592-7111,강원도 정선군 사북읍 사북리 369-45
강원도,정선군,에이스모텔,숙박업,033-592-7474,강원도 정선군 사북읍 사북리 369-43
강원도,정선군,골든메이플관광호텔,숙박업,033-592-7744,강원도 정선군 남면 무릉리 471
강원도,정선군,호텔앤카지노 직원식당,단체급식소,033-592-7939,강원도 정선군 사북읍 사북리 424
강원도,정선군,제우스모텔,숙박업,033-592-8006,강원도 정선군 사북읍 사북리 234-1
강원도,정선군,석탄회관,일반음식점,033-592-8233,강원도 정선군 사북읍 사북리 356-27
강원도,정선군,모텔 하이얀,숙박업,033-592-8383,강원도 정선군 사북읍 사북리 356-181
강원도,정선군,휴호텔,숙박업,033-592-8700,강원도 정선군 고한읍 고한리 156
강원도,정선군,호텔 하이빌,숙박업,033-592-8833,강원도 정선군 사북읍 사북리 356-180
강원도,정선군,호텔 세븐,숙박업,033-592-8877,강원도 정선군 사북읍 사북리 366-51
강원도,정선군,사북어린이집,보육시설,033-592-9250,강원도 정선군 사북읍 사북리 300-10
강원도,정선군,해브굿,숙박업,033-592-9331,강원도 정선군 사북읍 사북리 369-4
강원도,정선군,히든호텔,숙박업,033-592-9898,강원도 정선군 사북읍 사북리 356-84
강원도,정선군,갤럭시모텔,숙박업,033-592-9923,강원도 정선군 사북읍 사북리 239
강원도,정선군,고한터미널,운수업,033-592-9951,강원도 정선군 고한읍 고한리 273-12
강원도,정선군,마운틴 카페테리아,일반음식점,1588-7788,강원도 정선군 고한읍 고한리 438
강원도,정선군,아테나 키친,일반음식점,1588-7789,강원도 정선군 고한읍 고한리 438
강원도,정선군,컨벤션홀,일반음식점,1588-7789,강원도 정선군 사북읍 사북리 424
강원도,정선군,더 그릴,일반음식점,1588-7789,강원도 정선군 사북읍 사북리 424
강원도,정선군,강원랜드 행정동,사무실,1588-7789,강원도 정선군 고한읍 고한리 106-3
강원도,정선군,정선경찰서,사무실,,강원도 정선군 정선읍 봉양리 316
강원도,철원군,신철원전통시장(번영회),유통산업,,강원도 철원군 갈말읍 신철원리 697
강원도,철원군,고다리조트,숙박업,,강원도 철원군 갈말읍 상사리 70-1
강원도,철원군,새들유치원,집단급식소,,강원도 철원군 철원읍 화지리 66-2
강원도,철원군,동송전통시장(번영회),유통산업,,강원도 철원군 동송읍 이평리 678-49
강원도,철원군,와수전통시장(번영회),유통산업,,강원도 철원군 서면 와수리 1171-92
강원도,철원군,동송인정시장,유통산업,,강원도 철원군 동송읍 이평리 678-49
강원도,철원군,철원소방서,복합건축물,033-450-2210,강원도 철원군 갈말읍 문혜리 888-3
강원도,철원군,철원병원,집단급식소,033-450-3232,강원도 철원군 갈말읍 군탄리 339-5
강원도,철원군,철원병원,병원,033-450-3232,강원도 철원군 갈말읍 군탄리 339-5
강원도,철원군,철원병영체험관,집단급식소,033-450-4527,강원도 철원군 갈말읍 문혜리 23-1
강원도,철원군,철원군청,복합건축물,033-450-5151,강원도 철원군 갈말읍 신철원리 649
강원도,철원군,철원문화복지센타,복합건축물,033-450-5151,강원도 철원군 철원읍 화지리 693
강원도,철원군,철원실내체육관,복합건축물,033-450-5151,강원도 철원군 갈말읍 군탄리 1341
강원도,철원군,철원종합운동장,복합건축물,033-450-5151,강원도 철원군 갈말읍 군탄리 산99-2
강원도,철원군,철원군보건소,복합건축물,033-450-5550,강원도 철원군 갈말읍 군탄리 960-2
강원도,철원군,농업기술센타,복합건축물,033-450-5552,강원도 철원군 동송읍 장흥리 1052
강원도,철원군,은현플라자,복합건축물,033-452-0033,강원도 철원군 갈말읍 신철원1리
강원도,철원군,철원(여)중고등학교,집단급식소,033-452-0049,강원도 철원군 동송읍 이평리 862
강원도,철원군,KT철원지사,복합건축물,033-452-0200,강원도 철원군 갈말읍 신철원리 644
강원도,철원군,금강산타운,복합건축물,033-452-0214,강원도 철원군 갈말읍 지포리 50-2
강원도,철원군,무지개어린이집,유치원,033-452-0251,강원도 철원군 갈말읍 문혜리 856-1
강원도,철원군,백악관모텔,숙박업,033-452-0533,강원도 철원군 갈말읍 신철원리 693-6
강원도,철원군,필펜션모텔,숙박업,033-452-0909,강원도 철원군 갈말읍 문혜리 693-10
강원도,철원군,단비어린이집,유치원,033-452-0922,강원도 철원군 갈말읍 신철원리 949
강원도,철원군,이화유치원,유치원,033-452-1616,강원도 철원군 갈말읍 문혜리 896-11
강원도,철원군,"철원남중,고",학교,033-452-2525,강원도 철원군 철원읍 화지리 54
강원도,철원군,삼흥관광,차량,033-452-3030,강원도 철원군 갈말읍 군탄리 937-3
강원도,철원군,신철원중고등학교,집단급식소,033-452-3633,강원도 철원군 갈말읍 지포리 85-2
강원도,철원군,신철원초등학교,집단급식소,033-452-3637,강원도 철원군 갈말읍 지포리 7
강원도,철원군,신철원초등학교,학교,033-452-3637,강원도 철원군 갈말읍 지포리 7
강원도,철원군,문혜초등학교,학교,033-452-3641,강원도 철원군 갈말읍 문혜리 1099-4
강원도,철원군,내대초등학교,학교,033-452-3644,강원도 철원군 갈말읍 내대리 155
강원도,철원군,철원(남)중고등학교,집단급식소,033-452-5067,강원도 철원군 철원읍 화지리 54
강원도,철원군,박스도로시,숙박업,033-452-5116,강원도 철원군 갈말읍 지포리 165-11
강원도,철원군,문혜초등학교,집단급식소,033-452-5565,강원도 철원군 갈말읍 문혜리 1099-4
강원도,철원군,새사랑어린이집,유치원,033-452-5584,강원도 철원군 갈말읍 신철원리 396-7
강원도,철원군,귀뚜라미랜드,복합건축물,033-452-5700,강원도 철원군 갈말읍 군탄리 1137
강원도,철원군,은혜장애인요양원,집단급식소,033-452-6161,강원도 철원군 갈말읍 문혜리 290-10
강원도,철원군,동철원농협컨벤션,식품접객업,033-452-6221,강원도 철원군 갈말읍 신철원리 678-2
강원도,철원군,김화고등학교,집단급식소,033-452-6558,강원도 철원군 서면 와수리 589-3
강원도,철원군,타워모텔,숙박업,033-452-6606,강원도 철원군 갈말읍 문혜리 417-2
강원도,철원군,민통선한우촌,식품접객업,033-452-6645,강원도 철원군 갈말읍 문혜리 1206
강원도,철원군,"철원여중,고",학교,033-452-6707,강원도 철원군 동송읍 이평리 862
강원도,철원군,신철원중고등학교,학교,033-452-6848,강원도 철원군 갈말읍 지포리 85-2
강원도,철원군,신철원고등학교 기숙사,기숙사,033-452-6848,강원도 철원군 갈말읍 지포리 85-2
강원도,철원군,한양영농조합법인,복합건축물,033-452-7121,강원도 철원군 갈말읍 지포리 47-3
강원도,철원군,"김화여중,고",학교,033-452-7727,강원도 철원군 서면 와수리 589-3
강원도,철원군,제이(J)모텔,숙박업,033-452-7727,강원도 철원군 갈말읍 신철원리 958-3
강원도,철원군,문혜장애인요양원,집단급식소,033-452-7882,강원도 철원군 갈말읍 문혜리 산35-10
강원도,철원군,클럽하우스,식품접객업,033-452-7998,강원도 철원군 갈말읍 군탄리 1137
강원도,철원군,명품ESA 아파트,공동주택,033-452-8745,강원도 철원군 갈말읍 지포리 138
강원도,철원군,철원노인요양원,집단급식소,033-452-9133,강원도 철원군 갈말읍 군탄리 1305-53
강원도,철원군,철원노인요양원,복합건축물,033-452-9133,강원도 철원군 갈말읍 군탄리 1305-53
강원도,철원군,(재)철원플라즈마,복합건축물,033-452-9709,강원도 철원군 갈말읍 지포리 288
강원도,철원군,철원청정한우촌,식품접객업,033-452-9750,강원도 철원군 갈말읍 군탄리 930-2
강원도,철원군,금학FC,식품접객업,033-455-0092,강원도 철원군 동송읍 이평리 679-21
강원도,철원군,동송농협채움홀,식품접객업,033-455-0161,강원도 철원군 동송읍 이평리 677-1
강원도,철원군,서머힐어린이집,유치원,033-455-0303,강원도 철원군 동송읍 이평리 838-1
강원도,철원군,동송부페,식품접객업,033-455-0336,강원도 철원군 동송읍 이평리 678-40
강원도,철원군,그랜드파크,숙박업,033-455-0383,강원도 철원군 동송읍 장흥리 35-4
강원도,철원군,로프,식품접객업,033-455-0868,강원도 철원군 동송읍 이평리 681-22
강원도,철원군,새모텔,숙박업,033-455-1101,강원도 철원군 동송읍 이평리 852-36
강원도,철원군,한탄리버호텔,숙박업,033-455-1234,강원도 철원군 동송읍 장흥리 20-20
강원도,철원군,한탄리버식당,식품접객업,033-455-1234,강원도 철원군 동송읍 장흥리 20-20
강원도,철원군,M모텔,숙박업,033-455-1679,강원도 철원군 동송읍 이평리 678-39
강원도,철원군,태봉빌딩,복합건축물,033-455-1800,강원도 철원군 동송읍 이평리 678-40
강원도,철원군,한가원,식품접객업,033-455-1944,강원도 철원군 동송읍 장흥리 51-20
강원도,철원군,썬레저텔,숙박업,033-455-2120,강원도 철원군 동송읍 장흥리 34-27
강원도,철원군,동흥빌딩,복합건축물,033-455-2141,강원도 철원군 동송읍 이평리682-3
강원도,철원군,제일여객,차량,033-455-2217,강원도 철원군 동송읍 이평리 258-11
강원도,철원군,금성빌딩,복합건축물,033-455-2529,강원도 철원군 동송읍 이평리 678-40
강원도,철원군,기린월드회관,식품접객업,033-455-3018,강원도 철원군 철원읍 화지리 105-21
강원도,철원군,고려어린이집,유치원,033-455-3084,강원도 철원군 동송읍 이평리 666-1
강원도,철원군,철원요양병원,집단급식소,033-455-3131,강원도 철원군 동송읍 이평리 730-8
강원도,철원군,철원요양병원,병원,033-455-3131,강원도 철원군 동송읍 이평리 730-8
강원도,철원군,(공립)철원어린이집,유치원,033-455-3204,강원도 철원군 철원읍 화지리 41-102
강원도,철원군,녹원잔치부페,식품접객업,033-455-3810,강원도 철원군 동송읍 이평리 672-3
강원도,철원군,궁모텔,숙박업,033-455-3811,강원도 철원군 동송읍 이평리 852-17
강원도,철원군,탄토모텔,숙박업,033-455-4200,강원도 철원군 동송읍 이평리 682-12
강원도,철원군,보배어린이집,유치원,033-455-4220,강원도 철원군 철원읍 화지리 420-1
강원도,철원군,철원고등학교 기숙사,기숙사,033-455-6324,강원도 철원군 철원읍 화지리 54
강원도,철원군,동송초등학교,집단급식소,033-455-6332,강원도 철원군 동송읍 이평리 705-34
강원도,철원군,동송초등학교,학교,033-455-6332,강원도 철원군 동송읍 이평리 705-34
강원도,철원군,철원초등학교,집단급식소,033-455-6337,강원도 철원군 철원읍 화지리 66-2
강원도,철원군,철원초등학교,학교,033-455-6337,강원도 철원군 철원읍 화지리 66-2
강원도,철원군,오덕초등학교,집단급식소,033-455-6338,강원도 철원군 동송읍 오덕리 산23
강원도,철원군,오덕초등학교,학교,033-455-6338,강원도 철원군 동송읍 오덕리 산23
강원도,철원군,장흥초등학교,학교,033-455-6340,강원도 철원군 동송읍 장흥리 242-3
강원도,철원군,용정초등학교,학교,033-455-6342,강원도 철원군 동송읍 상노리 182
강원도,철원군,묘장초등학교,학교,033-455-6345,강원도 철원군 철원읍 대마리 192-5
강원도,철원군,효림어린이집,유치원,033-455-6616,강원도 철원군 동송읍 이평리 800
강원도,철원군,서울파크,숙박업,033-455-6848,강원도 철원군 동송읍 이평리 851-15
강원도,철원군,아이뜨리어린이집,유치원,033-455-7601,강원도 철원군 동송읍 이평리 671-15
강원도,철원군,아이뜨리어린이집,집단급식소,033-455-7601,강원도 철원군 동송읍 이평리 671-15
강원도,철원군,현대파크,숙박업,033-455-7768,강원도 철원군 동송읍 이평리 681-22
강원도,철원군,라엘어린이집,유치원,033-455-7770,강원도 철원군 동송읍 이평리 563-1
강원도,철원군,해피아이어린이집,유치원,033-455-7775,강원도 철원군 철원읍 화지리 105-4
강원도,철원군,(공립)새들유치원,유치원,033-455-8517,강원도 철원군 철원읍 화지리 66-2
강원도,철원군,고석정회관,식품접객업,033-455-8787,강원도 철원군 동송읍 장흥리 24-24
강원도,철원군,파레스,숙박업,033-455-8817,강원도 철원군 동송읍 장흥리 25-113
강원도,철원군,쉘모텔,숙박업,033-455-8850,강원도 철원군 동송읍 이평리 852-20
강원도,철원군,드림파크,숙박업,033-455-9199,강원도 철원군 동송읍 장흥리 24-27
강원도,철원군,현대타워빌딩,복합건축물,033-456-0347,강원도 철원군 동송읍 이평리 849-64
강원도,철원군,산호그린빌아파트,공동주택,033-456-0367,강원도 철원군 철원읍 화지리 71-2
강원도,철원군,청하보석사우나,복합건축물,033-456-0779,강원도 철원군 철원읍 화지리 28-44
강원도,철원군,동송주공아파트,공동주택,033-456-1277,강원도 철원군 동송읍 이평리 1555
강원도,철원군,청양초등학교,집단급식소,033-458-0622,강원도 철원군 김화읍 청양리 3557-1
강원도,철원군,청양초등학교,학교,033-458-0622,강원도 철원군 김화읍 청양리 3557-1
강원도,철원군,도창초등학교,학교,033-458-0624,강원도 철원군 김화읍 도창리 362-1
강원도,철원군,토성초등학교,학교,033-458-0625,강원도 철원군 갈말읍 토성리 549-3
강원도,철원군,김화공고,집단급식소,033-458-1234,강원도 철원군 서면 와수리 589-5
강원도,철원군,근남 초등학교,집단급식소,033-458-1623,강원도 철원군 근남면 육단리 285-2
강원도,철원군,근남초등학교,학교,033-458-1623,강원도 철원군 근남면 육단리 285-2
강원도,철원군,김화장의사,차량,033-458-2147,강원도 철원군 서면 와수리 1133-57
강원도,철원군,서면초등학교,집단급식소,033-458-3179,강원도 철원군 서면 자등리 686-2
강원도,철원군,서면초등학교,학교,033-458-3179,강원도 철원군 서면 자등리 686-2
강원도,철원군,경복궁,식품접객업,033-458-3399,강원도 철원군 서면 와수리 1161-3
강원도,철원군,태봉웨딩,식품접객업,033-458-3441,강원도 철원군 서면 와수리 1135-10
강원도,철원군,김화초등학교,학교,033-458-4235,강원도 철원군 김화읍 학사리 313-10
강원도,철원군,와수초등학교,집단급식소,033-458-4238,강원도 철원군 서면 와수리 1154-3
강원도,철원군,와수초등학교,학교,033-458-4238,강원도 철원군 서면 와수리 1154-3
강원도,철원군,그린파크,숙박업,033-458-6370,강원도 철원군 서면 와수리 1147-7
강원도,철원군,늘푸른어린이집,유치원,033-458-6800,강원도 철원군 서면 와수리 1383-2
강원도,철원군,둠지능이버섯백숙,식품접객업,033-458-7070,강원도 철원군 서면 자등리 479-23
강원도,철원군,"김화중,김화공고",학교,033-458-7100,강원도 철원군 서면 와수리 589-5
강원도,철원군,휘닉스파크,숙박업,033-458-7100,강원도 철원군 갈말읍 지경리 394
강원도,철원군,김화플라자,복합건축물,033-458-7524,강원도 철원군 서면 와수리 748-5
강원도,철원군,푸른별어린이집,유치원,033-458-7707,강원도 철원군 동송읍 이평리 764
강원도,철원군,김화고등학교 기숙사,기숙사,033-458-7727,강원도 철원군 서면 와수리 589-3
강원도,철원군,새롬어린이집,유치원,033-458-8020,강원도 철원군 김화읍 청양리 2870
강원도,철원군,대명관광호텔,숙박업,033-458-8167,강원도 철원군 서면 와수리 1206-7
강원도,철원군,등심명가,식품접객업,033-458-8816,강원도 철원군 동송읍 장흥리 25-113
강원도,철원군,꿈의궁전,숙박업,033-458-8850,강원도 철원군 서면 와수리 1206-7
강원도,철원군,본아미어린이집,유치원,033-458-8881,강원도 철원군 서면 와수리 1348-8
강원도,철원군,철원경찰서,복합건축물,,강원도 철원군 갈말읍 신철원리 650
강원도,춘천시,세화특수운송,운수업,,강원도 춘천시 신동면 증리 317-1
강원도,춘천시,크리스탈빌딩,복합용도건축물,,강원도 춘천시 석사동 818-14
강원도,춘천시,탑클리닉빌딩,복합용도건축물,,강원도 춘천시 석사동 885-2
강원도,춘천시,파인프라자,복합용도건축물,,강원도 춘천시 석사동 888-3
강원도,춘천시,평생교육원,복합용도건축물,,강원도 춘천시 운교동 174-1
강원도,춘천시,풍양조씨자효회,복합용도건축물,,강원도 춘천시 온의동 513-3
강원도,춘천시,프라임타워,복합용도건축물,,강원도 춘천시 석사동 880-4
강원도,춘천시,하나빌딩,복합용도건축물,,강원도 춘천시 석사동 807-1
강원도,춘천시,학교법인서울아카데미,복합용도건축물,,강원도 춘천시 칠전동 358
강원도,춘천시,한주빌딩,복합용도건축물,,강원도 춘천시 석사동 878-2
강원도,춘천시,투탑씨티,복합용도건축물,,강원도 춘천시 퇴계동 1017
강원도,춘천시,골프19,복합용도건축물,,강원도 춘천시 칠전동 588-7
강원도,춘천시,동양증권,복합용도건축물,,강원도 춘천시 중앙로2가 116
강원도,춘천시,㈜가드빌,복합용도건축물,,강원도 춘천시 죽림동 7-1
강원도,춘천시,패밀리마트(율곡도서실),복합용도건축물,,강원도 춘천시 운교동 187-15
강원도,춘천시,대용빌딩,복합용도건축물,,강원도 춘천시 운교동 174-4
강원도,춘천시,춘천와이신협,복합용도건축물,,강원도 춘천시 운교동 174-1
강원도,춘천시,프라임존빌딩,복합용도건축물,,강원도 춘천시 석사동 880-5
강원도,춘천시,스터디독서실(건물관리인),복합용도건축물,,강원도 춘천시 석사동 818-11
강원도,춘천시,경림빌딩,복합용도건축물,,강원도 춘천시 석사동 796-8
강원도,춘천시,㈜메딕페트론,복합용도건축물,,강원도 춘천시 석사동 166
강원도,춘천시,엔에이치엔(주),복합용도건축물,,강원도 춘천시 동면 만천리 1000
강원도,춘천시,연화건설㈜,복합용도건축물,,강원도 춘천시 동내면 거두리 440-2
강원도,춘천시,㈜한화호텔앤리조트,복합용도건축물,,강원도 춘천시 남산면 서천리 121-19
강원도,춘천시,(합)하눌보관,복합용도건축물,,강원도 춘천시 남산면 광판리 821-3
강원도,춘천시,㈜예프개발 (라끄베르캐슬),복합용도건축물,,강원도 춘천시 남면 박암리 557-1
