순번,여행지명,사진파일,위도,경도,연락처,주소,여행일,설명
137,영암사지,http://www.welchon.com/upload/travelsub/20191008161116986.JPG,35.474132,128.0006786,,경남 합천 가회면 황매산로 637-97,1,"통일신라시대의 절터로 면적은 3,800㎡제곱미터의 상당한 규모의 가람 터로서 사적 제131호로 창건연대는 알려지지 않았으며 현재도 발굴중이다. "
138,금관식당,http://www.welchon.com/upload/travelsub/20180621145809294.jpg,35.7591761,128.1391225,055-932-5991,경남 합천군 가야면 가야산로 1065,1,"떡갈비와 막국수를 대표메뉴로 하는 곳으로 가격은 1인당 7,000원에서 13,000원 선"
139,대장경천년관,http://www.welchon.com/upload/travelsub/20191008162004585.JPG,35.7656686,128.1341402,,경남 합천군 가야면 가야산로 1160,1,경남 합천군 가야면 가야산로 1160 
140,해인사 ,http://www.welchon.com/upload/travelsub/20191008162106521.jpg,35.8013085,128.0953734,,경남 합천군 가야면 해인사길 122,1,해인사 오르는 길의 홍류동 계곡은 계절마다 경관을 달리한다. 특히 가을단풍이 너무 붉어서 흐르는 물조차 붉게 보인다 하여 홍류동이라 불리운다. 천년의 고고한 세월을 담은 이길은 오늘날 해인사소리길이라는 이름으로 다시 태어나 세파에 시달린 여행객을 자연의 품속으로 안내한다. 길은 ‘대장경천년세계문화축전’ 행사장인 야천리에서 해인사까지 6㎞ 남짓 이어진다. 
141,해인사,http://www.welchon.com/upload/travelsub/20180621144844729.jpg,35.8016571,128.0981444,055-934-3000,경남 합천군 가야면 해인사길 122,1,한국의 삼대 사찰중 하나로 화엄종 사찰
142,대기마을(농촌체험휴양마을),http://www.welchon.com/upload/travelsub/20191008161248796.jpg,35.4621156,127.999702,055-931-1313,경남 합천군 가회면 대기2길 17,1,"대기 농촌체험휴양마을은 모산재와 누룩덤이 병풍을 두르고 마을 앞 수백년이 된 소나무 숲에서는 사계절 푸르던 기운을 느낄 수 있다. 청정 무공해 농산물을 비롯하여 주 특산품으로는 황매산 표고와 블루베리, 복분자 등이 생산되고 있다. 2005년부터 녹색농촌체험마을로 운영되고 있으며 각종 전통놀이 및 농사체험이 이루어지고 있다. "
143,옐로우 리버비치,http://www.welchon.com/upload/travelsub/20180621145125361.png,35.5569216,128.1666859,053-424-5235,경남 합천군 대양면 동부로 39-13,1,"고운 모래사장과 합천 황강을 활용한 천연 워터파크. 스카이 슬라이드, 플라잉 슬라이드, 롤링 워터볼 등 수십 종의 수상 스포츠와 PUB, CLUB, 캠핑장, 푸드 존 등이 있다."
144,합천 정원테마파크(청와대세트장),http://www.welchon.com/upload/travelsub/20191008161853192.jpg,35.5471587,128.0584958,,경남 합천군 용주면 가호리,1,"합천정원테마파크는 총 면적 80,463㎡ 내 청와대세트장, 한국정원(무궁화정원), 잔디마당 등으로 조성되어 있으며 합천 영상테마파크 입장권으로 무료입장할 수 있지만, 청와대세트장만 구경한다면 입구에서 입장료를 지불해야 한다. "
145,합천영상테마파크,http://www.welchon.com/upload/travelsub/20180621145417570.jpg,35.5484071,128.0728406,055-930-3744,경남 합천군 용주면 합천호수로 757,1,"영화 <태극기 휘날리며>, <써니>, <각시탈>, <암살> 등 영화, 드라마, 광고 190여 편의 배경이 된 국내 최고의 시대물 촬영지"
146,합천 영상테마파크,http://www.welchon.com/upload/travelsub/20191008161748186.jpg,35.5491364,128.068709,055-930-3743,경남 합천군 용주면 합천호수로 757,1,"2003년 영화 ‘태극기 휘날리며’의 평양시가지 전투 세트장을 제작하여 영화 흥행 후 관광객들이 많이 찾아오자 합천군이 본격적으로 영상테마파크(영화, 드라마, CF촬영장)로 조성하였다, 2004년 4월 개장하였으며, 면적은 약 7만 5,000㎡에 이른다. 폐허가 된 평양시가지를 비롯하여  전차가 오가는 거리, 조선총독부-헌병대 건물, 경성역-반도호텔-세브란스병원-파고다극장, 책방-목욕탕-이발소-양장점-살롱-찻집 등 1930~1940년대 일제강점기의 경성시가지 모습이 재현되어 있으며, -1960~1980년대 서울 소공동거리도 만들어져 있다. 개장시간은 09:00~18:00(11~2월은 17:00까지)이다. "
147,하범곡마을,http://www.welchon.com/upload/travelsub/20190403162631742.JPG,35.7904417,129.3726,054-748-8987,경북 경주시 양북면 하범길 199,1,
148,우륵박물관,http://www.welchon.com/upload/travelsub/20180123105641342.JPG,35.7423388,128.2637865,054-950-7136,경북 고령군 대가야읍 가야금길 98,1,"주소 : 경북 고령군 대가야읍 가야금길 98 전화 : 054-950-7136 관람시간 : 3월~10월 09시~18시, 11월~2월 09시~17시 (매주 월요일 휴관) 입장료/주차비 : 무료"
149,대가야테마파크,http://www.welchon.com/upload/travelsub/20171219163707229.jpg,35.7200821,128.2596772,054-950-7001,경북 고령군 대가야읍 대가야로 1216,1,"관람시간 : 03월~10월 - 09:00~18:00 | 매표 마감시간 17:30,                   11월~02월 - 09:00~17:00 | 매표 마감시간 16:30 입장료 : 9월~2월 - 일반 2,000원, 청소년 및 군인 1,500원, 어린이(초등학생) 1,000원              6월~8월 - 일반 3,000원, 청소년 및 군인 2,000원, 어린이(초등학생) 1,500원 숙박료 : 대가야펜션(4인~8인) 5만원~13만원, 인빈관(4인~12인) 5만원~18만원, 캠핑장 15,000원 *사진 : 한국관광공사"
150,우륵의 집,http://www.welchon.com/upload/travelsub/20180125100322845.JPG,35.7420972,128.26105,,경북 고령군 대가야읍 정정골길 54,1,주소 : 경상북도 고령군 대가야읍 정정골길 54 전화 : 054-955-4790(고령군 관광안내소) 관람시간 : 언제나 가능 (관람료 무료)
151,가얏고마을,http://www.welchon.com/upload/travelsub/20180129150912475.jpg,35.7417615,128.2609282,054-956-1799,경북 고령군 대가야읍 정정골길 55,1,"* 추천 체험 거리 : 가야금연주 체험, 가야금제작 체험, 미니가야금 만들기, 생태목공 체험, 장명루 체험 등 * 소재지 : 경상북도 고령군 대가야읍 정정골길 55 * 문의 :  054-956-1799, http://www.gayatgo.net/experience/culture01.php"
152,우륵기념탑,http://www.welchon.com/upload/travelsub/20180125100232674.JPG,35.7370896,128.2693982,054-654-2201,경북 고령군 대가야읍 주산순환길 209-18,1,
153,개실마을,http://www.welchon.com/upload/travelsub/20171219163733019.jpg,35.6679828,128.2298201,054-956-4022,경북 고령군 쌍림면 개실1길 29,1,"체험 프로그램 : 엿 만들기 6천원, 떡 만들기 5천원, 유과 만들기 5천원, 칼국수 만들기 5천원, 두부 만들기 5천원, 전통차 시음 1만원, 예절교육 5천원, 전통혼례체험 3천원, 대나무물총 만들기 3천원, 소리통 만들기 2천원, 연 만들기 5천원, 짚공예 3천원, 도자기 만들기 8,000원~15,000원, 압화 6천원~1만원, 천연비누 만들기 5천원, 꼬까신 만들기 6천원, 고구마 캐기 5천원, 모내기 3천원, 딸기수확 5천원~1만원, 미꾸라지 잡기 5천원, 얼음썰매타기 3천원, 야생화 화분 만들기 6천원~1만원 숙박 : 13채 한옥에 24개의 방(3명~10명) 5만원~17만원 * 사진 : 한국관광공사"
154,삼국유사화본마을,http://www.welchon.com/upload/travelsub/20181130102234410.JPG,36.1277916,128.6966475,054-382-3361,경북 군위군 산성면 산성가음로 722,1,"▶ 체험  1960~70년대 박물관 체험, 달고나 만들기, 옛날 도시락, 화본빵, 옛날과자 체험, 석고공예 체험, 승마 체험 등 ▶ 식사  추억의 양은 도시락 등 ▶ 숙박  일제시대 역무원 관사 2동 / 전화예약가능 T.054-382-3361"
155,문경주조,http://www.welchon.com/upload/travelsub/20180222162559106.jpg,36.7722051,128.314029,054-552-8252,경북 문경시 동로면 노은1길 49-15,2,"* 추천 상품 : 문경 오미자 생막걸리, 문희(햇찹쌀수제전통주), 맑은 문희주"
156,승곡마을,http://www.welchon.com/upload/travelsub/20200811170049829.jpg,,,054-531-0154,경북 상주시 낙동면 승곡1길 34,1,안전한 먹거리를 테마로 도농상생의 가치를 통해 지속가능한 농촌형 공동체마을을 지향하는 마을입니다
157,대티골마을,http://www.welchon.com/upload/travelsub/20180817113944991.jpg,36.8122752,129.1299615,,경북 영양군 일월면 영양로 4159,1,"▶ 체험  유기농 쌀빵 만들기, 나무 곤충 만들기, 피자 만들기,나무 목걸이 만들기, 생태 숲 체험 등 ▶ 식사  시골 밥상, 산채 비빔밥, 외할매백숙 등 ▶ 숙박  황토방 13(6~8인실 9, 2~3인실 4), 민박 2(2~3인실), 펜션 5(5인실 2, 8인실 2, 15인실 1)) / 전화예약가능 T.010-3691-0999"
158,운주산승마자연휴양림,http://www.welchon.com/upload/travelsub/20180123131241770.jpg,36.0351031,128.9967346,054-330-6287,경북 영천시 임고면 승마휴양림길 105,2,"승마장 운영시간 : 하절기 09:00~18:00, 동절기 09:00~17:00 (휴관: 매주 월요일) 휴양림 이용료 : 성인 20,000원, 청소년 15,000원, 어린이 5,000원 휴양림 이용시간 : 하절기 09:00~19:00, 동절기 09:00~18:00  휴양림 입장료 : 무료"
159,보현산별빛테마마을,http://www.welchon.com/upload/travelsub/20180123131220286.jpg,36.144316,128.9932304,070-4117-1384,경북 영천시 화북면 정각길 71-39,1,"* 추천 체험 거리 : 천문관측체험, 천연비누만들기 체험, 미나리푸딩만들기 체험 * 소재지 : 경상북도 영천시 화북면 정각길 71-39 별빛문화센터 * 문의 : 070-4117-1384, http://www.bohyeonsanvil.com/ "
160,가래실문화마을,http://www.welchon.com/upload/travelsub/20180123131129802.jpg,36.0327593,128.8892399,054-330-6067,경북 영천시 화산면 가래실로 364,1,
161,예천진호국제양궁장,http://www.welchon.com/upload/travelsub/20180219170844305.jpg,36.6346311,128.4683801,054-650-6411,경북 예천군 예천읍 양궁장길 38,1,
162,출렁다리마을,http://www.welchon.com/upload/travelsub/20180219170505352.jpg,36.7024888,128.374957,054-652-7676,경북 예천군 용문면 용문경천로 826,2,"* 추천 체험거리 : 오미자청, 오미자 푸딩, 수수경단, 강정 만들기, 두부만들기, 자연물 공예, 천연염색, 천연화장품"
163,유천국사골마을,http://www.welchon.com/upload/travelsub/20180522220043695.jpg,36.6684505,128.3467262,054-655-9455,경북 예천군 유천면 죽안길 136,1,"- 체험 : 전통 두부 만들기, 고추장 만들기, 모내기, 자연물 공예 등 - 주변 관광지 : 국사봉 등산로, 예천 천문대, 진호양궁장 등 - 숙박 : 메뚜기방(6~7인실), 우렁이방(4~5인실), 대나무방(25~30인실), 별관(40~50인실)"
164,회룡포 전망대,http://www.welchon.com/upload/travelsub/20180219170430321.jpg,36.5605083,128.3310765,,경북 예천군 지보면 마산길 171-5,1,
165,삼강주막,http://www.welchon.com/upload/travelsub/20180219170419114.jpg,36.5633516,128.2981336,054-650-6395,경북 예천군 풍양면 삼강리길 27,1,
166,민물고기생태체험관,http://www.welchon.com/upload/travelsub/20181219185400929.jpg,36.9666008,129.3810019,054-783-9413,경북 울진군 근남면 불영계곡로 3532,2,"민물고기생태체험관은 우리나라 및 외국에서 서식하고 있는 150종 5,000여 마리의 다양한 종류를 전시, 연구, 보존하는 복합형 민물고기생태체험관이다. 생태체험관에는 민물고기와 박쥐, 수달 등이 전시되어 있으며, 열대어 전시관에는 다양한 열대어종과 이색 수조(아파트 수조, 우체통 수조 등) 등이 있다. ※ 관람료 : 어른 3,000원 / 청소년 2,000원/ 어린이 1,500원 ※ 휴관일 : 매주 월요일(공유일과 겹칠 경우 화요일), 명절 당일 및 전후"
167,성류굴,http://www.welchon.com/upload/travelsub/20181219185437949.jpg,36.9559212,129.3791258,054-782-4006,경북 울진군 근남면 성류굴로 225,2,"성류굴은 2억 5천만 년 전 형성된 석회암 동굴로 아름다운 종유석이 마치 금강산 같다 하여 지하금강이라고도 한다. 천연기념물로 지정되어 있으며 허리를 굽히고 들어가는 작은 입구를 지나면 신비로운 볼거리가 넘친다. 다만 좁고 미끄러운 구간이 있을 수 있으므로 운동화 착용과 편한 옷차림을 추천한다. ※ 관람료 : 어른 5,000원(65세 이상 1,000원)/ 청소년 3,000원/ 어린이 2,500원"
168,백암온천마을,http://www.welchon.com/upload/travelsub/20181219185235543.jpg,36.7086125,129.340907,054-788-4490,경북 울진군 온정면 온정1길 119,1,"백암온천마을은 이름난 백암산 자락 동쪽에 자리 잡은 산골마을이며, 더운 샘이 있어 온천 또는 온정이라 불렸다. 블루베리로 유명한 마을로 블루베리를 이용한 다양한 요리체험과 숲, 산, 들길을 따라 가며 자연이 주는 체험을 즐길 수 있다. 마을 펜션에서 숙박하면 백암온천 관광특구의 한화리조트 사우나 또는 태백온천장 할인권을 제공한다. ※ 숙박 시 백암온천(한화리조트 사우나, 태백온천장) 할인권 제공"
169,백암온천특구,http://www.welchon.com/upload/travelsub/20181219185316698.jpg,36.7207763,129.3439505,054-789-5480,경북 울진군 온정면 온천로 5,2,백암온천특구는 97년에 관광특구로 지정된 곳으로 53도의 무색무취한 온천수가 나오는 지역이다. 신라시대 사슴을 뒤쫓던 사냥꾼에 의하여 발견된 천년의 역사를 가진 온천이기도 하다. 추운 겨울에 따뜻한 온천욕으로 묵은 피로를 풀어내기 제격이다.
170,죽변항,http://www.welchon.com/upload/travelsub/20181219185509173.jpg,37.0590551,129.4285115,054-789-6893,경북 울진군 죽변면 등대길 74-14,2,"죽변항은 울진 북단에 있는 어항이다. 다양한 어획량만큼이나 어항 주변에 크고 작은 수산물 가공 공장들이 줄지어 있어, 어항의 규모를 대변해주고 있다. 대게와 오징어, 고등어, 꽁치 등이 많이 잡히고 특산물로 미역이 유명하다. 올 겨울은 12월 중순부터 대게가 잡힌다. 마음에 드는 곳에 가서 대게요리를 먹어보자. SBS주말특별기획드라마 <폭풍 속으로> 촬영장이 있는 곳으로도 유명하다. 죽변등대 바로 뒤편에 위치하며 한 눈에 동해바다를 시원스럽게 볼 수 있다. 특히 주위의 대나무 밭, 죽변등대와 어울려 한 폭의 그림을 연상케 한다. 하트모양의 해변도 찾아보자."
171,"후포항(울진대게홍보전시관, 등기산 스카이워크)",http://www.welchon.com/upload/travelsub/20181219185154116.jpg,36.6787328,129.4615353,054-788-6800,경북 울진군 후포면 울진대게로 236-14,1,"후포항은 경상북도 울진군 남쪽 끝에 위치한 항구로 울진대게축제(2월말~3월초)가 열리는 대게의 중심지다. 항구 안쪽으로는 울진대게홍보전시관이 있어 대게 고르는 법, 대게의  종류, 대게 잡는 법 등 대게에 대한 다양한 궁금증을 해소할 수 있다. 등기산 스카이워크에 올라 후포항 전경, 푸른 바다를 함께 감상해보기를 추천한다.  매주 월요일 휴관, 관람료 무료, 관람시간 9~17시"
172,주남저수지,http://www.welchon.com/upload/travelsub/20190829130037911.jpg,35.314705,128.6704937,055-225-3499,경상남도 창원시 의창구 동읍 대산면 일원,1,"주남저수지는 오랜 옛날부터 동읍, 대산면 농경지에 필요한 농업용수를 공급해주던 자연 늪이며, 산남(960,000m²), 주남(용산) (4,030,000m²), 동판(3,990,000m²) 3개의 저수지로 이루어진 배후습지성 호수이다. 주남저수지는 인근주민에게 계절마다 민물새우, 민물조개, 민물고기와 같은 먹을거리와 갈대, 억새와 같은 땔감을 제공하기도 했다.  - 주소 : 경상남도 창원시 의창구 동읍 대산면 일원  - 문의 : 람사르문화관 (055-225-2798), 주남저수지 생태학습관 (055-225-3499), 탐조대 (055-225-3309) "
173,암산마을,http://www.welchon.com/upload/travelsub/20200102130903488.jpg,37.5619381,127.7728486,054-858-4433,경상북도 안동시 남후면 광음리 암산1길 61,1,암산이 만들어내는 절경! 얼음 조각 사이에서 즐기는 겨울축제 수많은 인파속에서 겨울체험을 즐기다보면 여기가 겨울왕국! ※ 암산얼음축제(20.1.18~20.1.26)  
174,대청댐,http://www.welchon.com/upload/travelsub/20180320111145138.jpg,36.4108261,127.4628481,1577-0600,대전 대덕구 대청호수로1325번길 6 (이현동),1,
175,초가랑,http://www.welchon.com/upload/travelsub/20180621150304157.jpg,36.4122765,127.4670179,042-273-4843,대전 대덕구 대청호수로1326번길 70-29 (이현동),1,정겨운 시골 반찬이 18첩으로 나오는 맛집
176,하늘강아뜰리에,http://www.welchon.com/upload/travelsub/20180621150201666.jpg,36.4136583,127.4659389,,대전 대덕구 대청호수로1326번길 75 (이현동),1,손물레 체험과 더불어 아름다운 마당을 감상
177,대청호 두메마을,http://www.welchon.com/upload/travelsub/20180320111130450.jpg,36.4146098,127.4666679,,대전 대덕구 대청호수로1326번길 97 (이현동),1,"* 추천 체험거리 : 비빔밥 만들기, 두부만들기 등"
178,찬샘마을,http://www.welchon.com/upload/travelsub/20180919164744031.jpg,36.4179181,127.4797651,042-274-3399,대전 동구 냉천로 703 (직동),1,"찬샘마을은 대청호 주변의 전형적인 시골마을로 많은 방문객들이 체험을 위해 찾는 곳이다. 마을의 공간과 자원을 활용한 농사, 생태, 공예, 식문화체험을 진행하고 있다. 10월에는 가을패키지 체험으로 대전의 농촌을 경험해 볼 수 있다."
179,대청호 사진창고,http://www.welchon.com/upload/travelsub/20180621150419912.jpg,36.3713469,127.4753708,042-257-2092,대전 동구 대청호수로 539-5 (추동),1,사진 찍는 법 강좌와 셀프 자화상 촬영
180,슬픈연가 촬영지(대청호 5경),http://www.welchon.com/upload/travelsub/20180919164641258.jpg,36.3772628,127.4762876,042-273-5550,대전 동구 대청호수로 607 (추동),1,"대청호는 네 남녀의 순애보를 그린 드라마 ‘슬픈연가’(권상우, 김희선 주연)의 배경이 된 곳이다. 촬영지로 가는 길은 대청호반을 끼고 계절별, 시간별 색다른 아름다움을 준다. 주차장(촬영지 입간판) 부터 촬영지까지 1.3km를 여유롭게 걸으며 대청호의 가을을 감상해보자."
181,연꽃마을,http://www.welchon.com/upload/travelsub/20180621150547058.jpg,36.3636853,127.4803042,042-274-5754,대전 동구 대청호수로428번길 39 (주산동),1,대청호를 바라보며 아름답게 자란 연꽃을 구경할 수 있다.
182,추동 습지공원(대청호 자연수변공원),http://www.welchon.com/upload/travelsub/20180919164536431.jpg,36.3708433,127.4740937,042-251-4752,대전 동구 대청호수로545번길,1,"이국적인 풍차가 어울리는 아름다운 생태공원이다. 밤에는 공원 내 습지, 데크, 풍차, 분수 등에 형용색색 조명과 음향이 어우러져 시민들의 발걸음이 끊이지 않는 대전의 데이트 명소다. 습지에 서식하는 동식물, 미생물과 토양이 대전의 식수원인 대청호의 물을 정화해준다. "
183,세천막걸리,http://www.welchon.com/upload/travelsub/20180919164827296.jpg,36.3396908,127.4924607,042-274-3051,대전 동구 세천로 8 (세천동),1,"세천막걸리는 50년 이상 한결같은 맛을 유지하고 있는 대청호 유역의 생막걸리로 양조장 투어가 가능하다. 지난 1952년 막걸리 생산을 시작한 주조장에서는 지하 200m에서 솟아나는 연암반수와 오랜 전통 그대로 술독에 발효시켜 막걸리를 만든다. 산성시장 복순대(042-586-5827)에서 순대와 함께 맛볼 수 있으며, 주조장에서 1병에 1,200원에 판매도 하고 있다."
184,호숫가마을어린이도서관,http://www.welchon.com/upload/travelsub/20180320111105877.jpg,36.3733428,127.4715277,,대전 동구 천개동로 33-12 (추동),1,이용시간 평일10:30~18:30 월요일 휴무 토요일10:30~18:30 일요일 휴무
185,대청호 자연생태관,http://www.welchon.com/upload/travelsub/20180320110929519.jpg,36.3733172,127.470836,042-251-4781,대전 동구 천개동로 41 (추동),1,
186,울산대공원,http://www.welchon.com/upload/travelsub/20180321140641402.JPG,35.5309206,129.293953,052-271-8818,울산 남구 대공원로 94 (옥동),1,사진제공:한국관광공사
187,장생포고래문화특구,http://www.welchon.com/upload/travelsub/20180321141022405.jpg,35.502775,129.380825,052-226-5672,울산 남구 장생포고래로 244 (매암동),1,사진제공:장생포고래문화특구 
188,"대왕암 공원, 슬도 트레킹",http://www.welchon.com/upload/travelsub/20180919172924560.jpg,35.4909824,129.4394045,052-209-3753,울산 동구 등대로 110 (일산동),1,"대왕암공원 부지는 약 28만평으로 우리나라 동남단에서 동해 쪽으로 가장 뾰족하게 나온 부분의 끝 지점에 위치한다. 대왕암은 신라시대 문무대왕비가 죽어서 호국룡이 되겠다고 하여 바위섬 아래에 묻혔다는 전설이 서려있다. 동해의 길잡이를 하는 울기항로표지소로도 유명하다. 공원입구에서 등대까지 가는 길은 600m 송림이 우거진 길로, 1백여 년 아름드리 자란 키 큰 소나무 그늘이 시원함과 아늑함을 선사한다. 공원 옆에는 일산해수욕장의 모래밭이 펼쳐져 있다. 슬도는 해발 7m의 작은 무인도지만, 방어진항으로 몰아치는 해풍과 파도를 막아주는 고마운 존재다. 파도가 작은 섬에 부딪치며 내는 소리가 마치 거문고 소리와 같다고 하여 거문고 '슬' 자를 써서 슬도라 부른다. 시루를 엎어놓은 것 같아 시루섬이라고도 하고, 슬도를 이루고 있는 구멍 뚫린 화강암 때문에 곰보섬이라 부르기도 한다. 대왕암공원에서 슬도까지 걷는 산책로가 있어 천천히 걸어보는 것도 추천한다.  ※ 트레킹 정보 : 대왕암 -"
189,금곡마을,http://www.welchon.com/upload/travelsub/20180321140711067.jpg,35.5079574,129.149647,052-264-6384,울산 울주군 삼동면 금곡길 43,1,"* 추천 체험거리 : 텃밭체험(봄나물 캐기 등), 봄나물 요리체험, 공예체험 등 - 도자공예 개인 1만원, 단체 6천원(30일 후 완성 배송) - 짚풀공예 개인 1만원, 단체 6천원 - 다양한 색깔의 천연 염색 단체 6천원 - 원예생태체험 (토피어리, 테라리움, 컬쳐소일, 허브향낭, 허브차 꽃차 시음 등) 개인 1만원, 단체 6천원 - 전통음식체험 30명 이상 6천원 - 개인 인절미, 양갱 5만원  "
190,억새바람길 영남알프스 트레킹,http://www.welchon.com/upload/travelsub/20180919173159391.jpg,35.5481211,129.0864981,052-229-7875,울산 울주군 상북면 갈밭골길,2,"영남알프스는 전체면적이 약 255㎢이며, 가을이면 곳곳의 억새평원에 나부끼는 순백의 억새가 환상적이라 전국 등산객들의 발길이 끊이지 않고 있다. 울산, 밀양, 양산, 청도, 경주의 접경지에 형성된 가지산을 중심으로 해발 1천m 이상의 9개의 산이 수려한 산세와 풍광을 자랑하며 유럽의 알프스와 견줄만하다 하여 이름 붙여졌다.  ※ 트레킹 정보 : 영남알프스복합웰컴센터 - 간월재(억새밭) - 간월산(왕복 약 3시간 30분 소요)"
191,소호마을,http://www.welchon.com/upload/travelsub/20180919173015873.jpg,35.6691435,129.0861421,052-254-0220,울산 울주군 상북면 소호대리길 7,1,"소호마을은 지대가 높은 산마을이란 뜻의 순우리말인 “수리”에서 비롯된 소호라는 이름을 가지고 있다. 해발 550m이상의 산 속에 있어 공기 좋고 물 맑은 마을로, 잣나무숲과 잎갈나무숲이 아름답다. 마을 옛길 체험, 야생차 체험 등 다양한 생태체험활동이 가능하다."
192,간절곶,http://www.welchon.com/upload/travelsub/20180919172829934.jpg,35.3559024,129.353839,052-229-8652,울산 울주군 서생면 간절곶해안길,1,"동해안에서 새해 가장 먼저 해가 떠오르는 간절곶은 우리나라 대표적인 해맞이 장소이다. 이곳에서는 영일만의 호미곶 보다 1분, 정동진보다 5분 일찍 해가 뜬다. 간절곶 등대 인근에는 주변 경관이 수려하고, 세계 최대 크기의 소망우체통이 있어 엽서를 넣으면 실제로 전국 배달이 된다. 소망우체통에 넣는 엽서는 인근 간절곶해올제(울주군 특산품 판매장)에서 무료로 배부하고 있다."
193,"남창역, 남창옹기종기시장",http://www.welchon.com/upload/travelsub/20180321140548718.jpg,35.41748,129.2832001,1544-7788,울산 울주군 온양읍 남창역길 40,1,
194,외고산옹기마을,http://www.welchon.com/upload/travelsub/20180321140611701.jpg,35.4351151,129.2794686,052-237-7894,울산 울주군 온양읍 외고산3길 36,1,
195,"십리대밭, 태화루",http://www.welchon.com/upload/travelsub/20180321140803770.jpg,35.5525702,129.2851985,,울산 중구 난곡로 2 (태화동),1,
196,"갑곶돈대, 강화전쟁박물관",http://www.welchon.com/upload/travelsub/20180214153744007.jpg,37.7335793,126.5160491,032-930-7077,인천 강화군 강화읍 해안동로1366번길 18,2,
197,도래미마을,http://www.welchon.com/upload/travelsub/20180222162715976.jpg,37.7152236,126.5091427,032-934-4994,인천 강화군 선원면 해안동로 1129-19,2,"* 추천 체험거리 : 쑥개떡 만들기, 천연염색, 고구마묵 만들기, 고구마 수제비 만들기, 진달래꽃 화전만들기, 강정만들기 등"
198,마니산,http://www.welchon.com/upload/travelsub/20180214153127391.jpg,37.631441,126.4544997,032-930-7068,인천 강화군 화도면 마니산로 363,1,
199,고흥엔,http://www.welchon.com/upload/travelsub/20180919165912551.jpg,34.6876584,127.3395143,,전남 고흥군 과역면 과역로 279-63,2,"고흥엔은 생산부터 판매, 체험까지 실행하는 농촌교육농장이다. 바리스타 자격을 얻어 농장에서 바리스타, 드립 등 커피체험도 가능하며, 석류농장답게 석류를 이용한 여러 가지 체험도 해볼 수 있고, 석류, 유자 관련 제품도 구입할 수 있다."
200,생태농원 소향,http://www.welchon.com/upload/travelsub/20180919165702870.jpg,34.6483993,127.3208522,,전남 고흥군 두원면 금오길 19-77,2,"생태농원 소향은 유기농으로 매실과 유자를 재배하는 생태농원으로 유자를 이용한 유자피자 만들기, 수확한 유자로 유자청만들기 체험을 해볼 수 있다. 깔끔한 집에서 주인가족과 함께 식사를 할 수 있는 민박도 운영하고 있다. 스트레스에 지친 몸을 풀어주는 마사지까지 덤으로 받을 수 있다."
201,능가사,http://www.welchon.com/upload/travelsub/20180919165501286.jpg,34.6381275,127.4145304,061-832-8090,전남 고흥군 점암면 팔봉길 21,1,능가사는 천년고찰로 유구한 역사를 가지고 있는 사찰이다. 신라시대에 보현사라는 이름으로 창건되었으나 임진왜란 시기 모두 불탄 뒤 조선 인조 때 중창하고 능가사로 이름을 바꾸었다. 그 뒤 영조와 철종 때 보수하였다. 능가사대웅전은 보물로 지정되어 있으며 사찰 뒤쪽으로 팔영산의 능선이 수려하게 펼쳐져 운치가 있다.
202,마복산목재문화체험장,http://www.welchon.com/upload/travelsub/20180919165604102.jpg,34.549932,127.3764994,061-830-5690,전남 고흥군 포두면 우주로 1296,1,"마복산목재문화체험장은 기암절벽이 기세등등한 마복산의 북쪽 기슭에 자리잡고 있다. 목재문화전시실과 목재체험장을 갖추고 있고 6실의 전통한옥체험관의 숙박시설과 마복산 등산로, 건강황토길과 자생식물원 등이 있어 나무와 숲과 함께 하는 하루를 보낼 수 있다. (체험장 운영 09:00∼17:00, 월요일 휴관)"
203,곡성섬진강천문대,http://www.welchon.com/upload/travelsub/20180919171839183.jpg,35.2277945,127.3697206,061-363-8528,전남 곡성군 고달면 가정마을길 51,1,"곡성섬진강천문대는 별을 향한 추억과 호기심을 체험할 수 있는 곳이다. 영상과 망원경을 통해 우주를 관찰할 수 있다. 한국천문연구원에서 국내 순수기술로 제작한 반사망원경이 설치되어 있는 주관측실, 정밀도를 자랑하는 다양한 망원경이 구비된 보조관측실, 8M 원형돔 스크린을 갖춘 천체투영실, 그리고 각종 천문자료를 전시해 놓은 교육홍보관이 있다."
204,천은사,http://www.welchon.com/upload/travelsub/20180621141219012.jpg,35.2730944,127.4763108,061-781-4800,전남 구례군 광의면 노고단로 209,1,"화엄사, 쌍계사와 더불어 지리산 3대 사찰 중 하나"
205,한국압화박물관,http://www.welchon.com/upload/travelsub/20180919172111392.jpg,35.1966824,127.4599329,061-781-7117,전남 구례군 구례읍 동산1길 29,2,한국압화박물관은 세계 유일의 압화박물관이다. 꽃을 눌러 말려서 만든 작품들이 전시되어 있다. 체험활동도 가능하고 판매샵도 있다. 압화는 멀리서 보면 일반 그림과 다르지 않지만 가까이에서 관찰하면 촘촘히 붙어있는 꽃들이 눈에 들어온다. 눈이 향기로워지는 작품을 감상하며 가을을 느끼며 여행을 마무리하자. 
206,쌍산재,http://www.welchon.com/upload/travelsub/20180321103640541.jpg,35.2157005,127.4979339,,전남 구례군 마산면 장수길 3-2,1,"고택 체험, 숙박] 사진제공:구례군청"
