도로안전표지일련번호,도로종류,도로노선번호,도로노선명,도로노선방향,도로형태,차로수,도로폭,소재지도로명주소,소재지지번주소,위도,경도,도로안전표지구분,도로안전표지종별일련번호,주행제한속도,도로안전표지설명,지주형식,제2외국어표기여부,설치일자,관리기관명,관리기관전화번호,데이터기준일자
2047,,,,,,,,,경상남도 통영시 산양읍 풍화리 11-6,34.813541,128.38113,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2048,,,,,,,,,경상남도 통영시 산양읍 풍화리 11-6,34.813512,128.38113,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2049,,,,,,,,,경상남도 통영시 산양읍 풍화리 717-6,34.811559,128.382307,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2050,,,,,,,,,경상남도 통영시 산양읍 풍화리 756,34.809635,128.38289,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2051,,,,,,,,,경상남도 통영시 산양읍 풍화리 709,34.80931,128.385561,1,116,,오르막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
2052,,,,,,,,,경상남도 통영시 산양읍 풍화리 1332-3,34.809508,128.387074,1,117,,내리막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
2053,,,,,,,,,경상남도 통영시 산양읍 풍화리 1322-24,34.809681,128.387298,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2054,,,,,,,,,경상남도 통영시 산양읍 풍화리 1337-2,34.81089,128.387375,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2055,,,,,,,,,경상남도 통영시 산양읍 풍화리 299,34.820076,128.365139,1,127,,강변도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2056,,,,,,,,,경상남도 통영시 산양읍 풍화리 300-2,34.820153,128.365018,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2057,,,,,,,,,경상남도 통영시 산양읍 풍화리 300-2,34.820153,128.365018,4,402,,거리(마을앞),,,,경상남도 통영시,055-650-5332,2021-01-21
2058,,,,,,,,,경상남도 통영시 산양읍 삼덕리 47-3,34.80582,128.381538,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2059,,,,,,,,,경상남도 통영시 산양읍 삼덕리 136-28,34.803876,128.380602,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2060,,,,,,,,,경상남도 통영시 산양읍 삼덕리 136-29,34.803143,128.379268,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2061,,,,,,,,,경상남도 통영시 산양읍 삼덕리 136-24,34.804488,128.380979,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2062,,,,,,,,,경상남도 통영시 산양읍 남평리 1400,34.808542,128.387162,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2063,,,,,,,,,경상남도 통영시 산양읍 삼덕리 709,34.805256,128.387111,2,224,,최고속도제한(60),,,,경상남도 통영시,055-650-5332,2021-01-21
2064,,,,,,,,,경상남도 통영시 산양읍 삼덕리 624-2,34.804354,128.387328,1,104,,ㅏ자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
2065,,,,,,,,,경상남도 통영시 산양읍 삼덕리 624-2,34.804354,128.387328,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2066,,,,,,,,,경상남도 통영시 산양읍 삼덕리 624-2,34.804354,128.387328,2,224,,최고속도제한(50),,,,경상남도 통영시,055-650-5332,2021-01-21
2067,,,,,,,,,경상남도 통영시 산양읍 삼덕리 709,34.804031,128.386904,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2068,,,,,,,,,경상남도 통영시 산양읍 삼덕리 624-2,34.803653,128.387444,1,105,,ㅓ자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
2069,,,,,,,,,경상남도 통영시 산양읍 삼덕리 624-2,34.803653,128.387444,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2070,,,,,,,,,경상남도 통영시 산양읍 삼덕리 624-2,34.803653,128.387444,2,224,,최고속도제한(50),,,,경상남도 통영시,055-650-5332,2021-01-21
2071,,,,,,,,,경상남도 통영시 산양읍 삼덕리 624-2,34.803609,128.387441,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2072,,,,,,,,경상남도 통영시 산양일주로 1680,경상남도 통영시 산양읍 남평리 1367,34.803464,128.387586,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2073,,,,,,,,,경상남도 통영시 산양읍 남평리 1400,34.803183,128.38759,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2074,,,,,,,,,경상남도 통영시 산양읍 삼덕리 561-2,34.802253,128.387723,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2075,,,,,,,,,경상남도 통영시 산양읍 남평리 1400-21,34.801034,128.387981,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2076,,,,,,,,,경상남도 통영시 산양읍 삼덕리 559-2,34.800885,128.387965,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2077,,,,,,,,,경상남도 통영시 산양읍 삼덕리 557-2,34.800656,128.387997,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2078,,,,,,,,,경상남도 통영시 산양읍 남평리 1397-12,34.800783,128.38799,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2079,,,,,,,,,경상남도 통영시 산양읍 남평리 1397-12,34.800783,128.38799,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2080,,,,,,,,,경상남도 통영시 산양읍 삼덕리 896-2,34.799725,128.387313,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2081,,,,,,,,,경상남도 통영시 산양읍 삼덕리 549-2,34.799271,128.38693,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2082,,,,,,,,,경상남도 통영시 산양읍 삼덕리 541-2,34.799117,128.386761,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2083,,,,,,,,,경상남도 통영시 산양읍 삼덕리 441-1,34.798495,128.386225,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2084,,,,,,,,,경상남도 통영시 산양읍 삼덕리 896-4,34.797592,128.384541,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2085,,,,,,,,,경상남도 통영시 산양읍 삼덕리 896-4,34.797592,128.384541,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2086,,,,,,,,,경상남도 통영시 산양읍 삼덕리 441-1,34.798195,128.385925,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2087,,,,,,,,,경상남도 통영시 산양읍 삼덕리 896-4,34.79716,128.384457,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2088,,,,,,,,,경상남도 통영시 산양읍 삼덕리 384,34.796707,128.384351,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2089,,,,,,,,,경상남도 통영시 산양읍 삼덕리 896-4,34.796163,128.384201,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2090,,,,,,,,,경상남도 통영시 산양읍 삼덕리 372-12,34.795348,128.383909,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2091,,,,,,,,경상남도 통영시 산양일주로 1565-1,경상남도 통영시 산양읍 삼덕리 372,34.794878,128.383648,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2092,,,,,,,,경상남도 통영시 산양일주로 1565,경상남도 통영시 산양읍 삼덕리 372-5,34.794732,128.383663,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2093,,,,,,,,,경상남도 통영시 산양읍 삼덕리 372-6,34.794593,128.38363,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2094,,,,,,,,,경상남도 통영시 산양읍 삼덕리 372-6,34.794275,128.383564,2,218,,정차·주차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
2095,,,,,,,,,경상남도 통영시 산양읍 삼덕리 372-6,34.794301,128.383555,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2096,,,,,,,,,경상남도 통영시 산양읍 삼덕리 868-27,34.794124,128.382687,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2097,,,,,,,,,경상남도 통영시 산양읍 미남리 244,34.769873,128.402407,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2098,,,,,,,,,경상남도 통영시 산양읍 미남리 236-3,34.769307,128.403274,1,114,,좌우로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2099,,,,,,,,,경상남도 통영시 산양읍 미남리 953,34.769461,128.404338,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2100,,,,,,,,,경상남도 통영시 산양읍 미남리 855,34.770251,128.406199,1,139,,야생동물보호,,,,경상남도 통영시,055-650-5332,2021-01-21
2101,,,,,,,,,경상남도 통영시 산양읍 미남리 831,34.768688,128.405701,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2102,,,,,,,,,경상남도 통영시 산양읍 미남리 831,34.768688,128.405701,4,403,,구역(마을앞),,,,경상남도 통영시,055-650-5332,2021-01-21
2103,,,,,,,,,경상남도 통영시 산양읍 미남리 822-15,34.768425,128.40702,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2104,,,,,,,,경상남도 통영시 산양일주로 1016-4,경상남도 통영시 산양읍 미남리 723-12,34.768315,128.407816,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2105,,,,,,,,경상남도 통영시 산양일주로 1016-4,경상남도 통영시 산양읍 미남리 723-12,34.768315,128.407816,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2106,,,,,,,,,경상남도 통영시 산양읍 미남리 702-3,34.765149,128.404887,1,140,,위험,,,,경상남도 통영시,055-650-5332,2021-01-21
2107,,,,,,,,,경상남도 통영시 산양읍 미남리 668-3,34.762833,128.408191,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2108,,,,,,,,,경상남도 통영시 산양읍 미남리 631-2,34.763084,128.415216,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2109,,,,,,,,,경상남도 통영시 산양읍 미남리 631-2,34.76416,128.417466,1,120,,좌측차로없어짐,,,,경상남도 통영시,055-650-5332,2021-01-21
2110,,,,,,,,,경상남도 통영시 산양읍 미남리 338-2,34.76457,128.419657,1,119,,우측차로없어짐,,,,경상남도 통영시,055-650-5332,2021-01-21
2111,,,,,,,,,경상남도 통영시 산양읍 미남리 178-3,34.765663,128.422231,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2112,,,,,,,,,경상남도 통영시 산양읍 미남리 178-3,34.765687,128.422243,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2113,,,,,,,,,경상남도 통영시 산양읍 미남리 178-3,34.765981,128.422339,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2114,,,,,,,,,경상남도 통영시 산양읍 미남리 137-3,34.767126,128.422097,1,119,,우측차로없어짐,,,,경상남도 통영시,055-650-5332,2021-01-21
2115,,,,,,,,,경상남도 통영시 산양읍 미남리 378-1,34.767789,128.420913,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2116,,,,,,,,,경상남도 통영시 산양읍 미남리 407-3,34.768097,128.420209,1,114,,좌우로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2117,,,,,,,,,경상남도 통영시 산양읍 미남리 158-3,34.769042,128.415277,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2118,,,,,,,,,경상남도 통영시 산양읍 미남리 158-3,34.768662,128.414752,2,224,,최고속도제한(60),,,,경상남도 통영시,055-650-5332,2021-01-21
2119,,,,,,,,,경상남도 통영시 산양읍 미남리 172-4,34.768449,128.414475,1,117,,내리막경사(13%),,,,경상남도 통영시,055-650-5332,2021-01-21
2120,,,,,,,,,경상남도 통영시 산양읍 미남리 172-4,34.7685,128.414503,2,217,,앞지르기금지,,,,경상남도 통영시,055-650-5332,2021-01-21
2121,,,,,,,,,경상남도 통영시 산양읍 미남리 172-4,34.768414,128.414324,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2122,,,,,,,,,경상남도 통영시 산양읍 미남리 158-3,34.768208,128.413571,1,117,,내리막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
2123,,,,,,,,,경상남도 통영시 산양읍 미남리 158-3,34.768208,128.413571,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2124,,,,,,,,,경상남도 통영시 산양읍 미남리 158-3,34.768198,128.413462,1,116,,오르막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
2125,,,,,,,,,경상남도 통영시 산양읍 미남리 158-3,34.768404,128.412774,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2126,,,,,,,,,경상남도 통영시 산양읍 미남리 158-3,34.768502,128.412011,2,224,,최고속도제한(60),,,,경상남도 통영시,055-650-5332,2021-01-21
2127,,,,,,,,,경상남도 통영시 산양읍 미남리 158-3,34.768514,128.4117,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2128,,,,,,,,,경상남도 통영시 산양읍 미남리 158-3,34.768483,128.411533,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2129,,,,,,,,,경상남도 통영시 산양읍 미남리 158-3,34.768486,128.411382,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2130,,,,,,,,,경상남도 통영시 산양읍 미남리 179-1,34.770312,128.415455,1,114,,좌우로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2131,,,,,,,,,경상남도 통영시 산양읍 미남리 181-4,34.770754,128.414994,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2132,,,,,,,,,경상남도 통영시 산양읍 미남리 181-4,34.770754,128.414994,4,401,,거리(전방100m앞),,,,경상남도 통영시,055-650-5332,2021-01-21
2133,,,,,,,,,경상남도 통영시 산양읍 미남리 193-4,34.771333,128.413613,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2134,,,,,,,,,경상남도 통영시 산양읍 미남리 193-4,34.771348,128.412493,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2135,,,,,,,,,경상남도 통영시 산양읍 미남리 193-4,34.771348,128.412493,4,401,,거리(전방100m앞),,,,경상남도 통영시,055-650-5332,2021-01-21
2136,,,,,,,,,경상남도 통영시 산양읍 미남리 193-4,34.771635,128.41173,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2137,,,,,,,,,경상남도 통영시 산양읍 신전리 461-2,34.776486,128.413499,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2138,,,,,,,,,경상남도 통영시 산양읍 신전리 973,34.774848,128.412439,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2139,,,,,,,,,경상남도 통영시 산양읍 신전리 461,34.776832,128.413845,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2140,,,,,,,,,경상남도 통영시 산양읍 신전리 468-7,34.778126,128.414315,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2141,,,,,,,,,경상남도 통영시 산양읍 신전리 468-7,34.77863,128.413955,1,117,,내리막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
2142,,,,,,,,,경상남도 통영시 산양읍 신전리 468-7,34.77863,128.413955,1,126,,미끄러운도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2143,,,,,,,,,경상남도 통영시 산양읍 신전리 472-3,34.779198,128.413825,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2144,,,,,,,,,경상남도 통영시 산양읍 신전리 1144,34.783999,128.415136,1,140,,위험,,,,경상남도 통영시,055-650-5332,2021-01-21
2145,,,,,,,,,경상남도 통영시 산양읍 신전리 1144,34.783999,128.415136,1,113,,우좌로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2146,,,,,,,,,경상남도 통영시 산양읍 신전리 1144,34.784188,128.415369,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2147,,,,,,,,,경상남도 통영시 산양읍 신전리 781-2,34.786247,128.420122,1,112,,좌로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2148,,,,,,,,,경상남도 통영시 산양읍 신전리 781-2,34.786247,128.420122,1,133,,어린이보호,,,,경상남도 통영시,055-650-5332,2021-01-21
2149,,,,,,,,,경상남도 통영시 산양읍 신전리 781-2,34.786496,128.420549,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2150,,,,,,,,,경상남도 통영시 산양읍 신전리 781-2,34.786525,128.420679,4,427,,해제(최고속도제한(40)),,,,경상남도 통영시,055-650-5332,2021-01-21
2151,,,,,,,,,경상남도 통영시 산양읍 신전리 781-2,34.786525,128.420679,4,427,,해제(마을주민보호),,,,경상남도 통영시,055-650-5332,2021-01-21
2152,,,,,,,,,경상남도 통영시 산양읍 신전리 781-2,34.786525,128.420679,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2153,,,,,,,,경상남도 통영시 논아랫개길 18,경상남도 통영시 산양읍 신전리 139,34.786117,128.421959,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2154,,,,,,,,,경상남도 통영시 산양읍 신전리 580-7,34.786977,128.423647,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2155,,,,,,,,,경상남도 통영시 산양읍 신전리 580-7,34.787303,128.424154,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2156,,,,,,,,,경상남도 통영시 산양읍 신전리 583-6,34.786633,128.425876,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2157,,,,,,,,,경상남도 통영시 산양읍 신전리 589-5,34.785948,128.426284,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2158,,,,,,,,,경상남도 통영시 산양읍 신전리 589-3,34.785678,128.42702,1,117,,내리막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
2159,,,,,,,,,경상남도 통영시 산양읍 신전리 19,34.785456,128.427489,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2160,,,,,,,,,경상남도 통영시 산양읍 신전리 590-2,34.785395,128.427948,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2161,,,,,,,,,경상남도 통영시 산양읍 신전리 598-3,34.784905,128.428624,1,112,,좌로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2162,,,,,,,,,경상남도 통영시 산양읍 신전리 598-3,34.784806,128.428791,1,117,,내리막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
2163,,,,,,,,,경상남도 통영시 산양읍 신전리 598-1,34.784618,128.429032,1,117,,내리막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
2164,,,,,,,,,경상남도 통영시 산양읍 신전리 598-3,34.784491,128.429161,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2165,,,,,,,,,경상남도 통영시 산양읍 신전리 598-1,34.784215,128.429731,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2166,,,,,,,,,경상남도 통영시 산양읍 신전리 598-1,34.784156,128.42985,1,116,,오르막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
2167,,,,,,,,,경상남도 통영시 산양읍 신전리 598-3,34.784122,128.429908,1,117,,내리막경사(10%),,,,경상남도 통영시,055-650-5332,2021-01-21
2168,,,,,,,,,경상남도 통영시 산양읍 신전리 598-3,34.784122,128.429908,1,114,,좌우로이중굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2169,,,,,,,,,경상남도 통영시 산양읍 신전리 591-1,34.783689,128.431403,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2170,,,,,,,,,경상남도 통영시 산양읍 신전리 12-1,34.782673,128.432172,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2171,,,,,,,,,경상남도 통영시 산양읍 신전리 778-3,34.786836,128.42096,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2172,,,,,,,,,경상남도 통영시 산양읍 신전리 775-2,34.787403,128.421181,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2173,,,,,,,,,경상남도 통영시 산양읍 신전리 775-2,34.787403,128.421181,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2174,,,,,,,,,경상남도 통영시 산양읍 신전리 1547,34.788313,128.42133,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2175,,,,,,,,,경상남도 통영시 산양읍 신전리 1547,34.788313,128.42133,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2176,,,,,,,,,경상남도 통영시 산양읍 신전리 741-1,34.791994,128.41972,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2177,,,,,,,,,경상남도 통영시 산양읍 신전리 726-1,34.792572,128.41913,3,323,,노인보호,,,,경상남도 통영시,055-650-5332,2021-01-21
2178,,,,,,,,,경상남도 통영시 산양읍 신전리 726-1,34.792572,128.41913,2,224,,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
2179,,,,,,,,,경상남도 통영시 산양읍 신전리 721,34.793058,128.418408,3,323,,노인보호,,,,경상남도 통영시,055-650-5332,2021-01-21
2180,,,,,,,,,경상남도 통영시 산양읍 신전리 721,34.793058,128.418408,2,224,,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
2181,,,,,,,,경상남도 통영시 산양일주로 579-1,경상남도 통영시 산양읍 신전리 301-3,34.793283,128.418101,3,323,,노인보호,,,,경상남도 통영시,055-650-5332,2021-01-21
2182,,,,,,,,경상남도 통영시 산양일주로 579-1,경상남도 통영시 산양읍 신전리 301-3,34.793283,128.418101,2,224,,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
2183,,,,,,,,,경상남도 통영시 산양읍 신전리 721,34.7932,128.417918,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2184,,,,,,,,,경상남도 통영시 산양읍 신전리 302-1,34.793445,128.417191,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2185,,,,,,,,,경상남도 통영시 산양읍 신전리 302-1,34.793666,128.416885,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2186,,,,,,,,,경상남도 통영시 산양읍 신전리 302-1,34.793666,128.416885,2,224,,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
2187,,,,,,,,,경상남도 통영시 산양읍 신전리 1524,34.793822,128.416779,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2188,,,,,,,,,경상남도 통영시 산양읍 신전리 1524,34.793822,128.416779,2,224,,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
2189,,,,,,,,,경상남도 통영시 산양읍 신전리 1524,34.794144,128.416691,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2190,,,,,,,,,경상남도 통영시 산양읍 신전리 1524,34.794263,128.41669,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2191,,,,,,,,,경상남도 통영시 산양읍 신전리 1524,34.794363,128.41667,3,323,,노인보호,,,,경상남도 통영시,055-650-5332,2021-01-21
2192,,,,,,,,,경상남도 통영시 산양읍 신전리 1524,34.794363,128.41667,2,224,,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
2193,,,,,,,,,경상남도 통영시 산양읍 신전리 1524,34.794391,128.416655,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2194,,,,,,,,,경상남도 통영시 산양읍 신전리 1524,34.794391,128.416655,2,224,,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
2195,,,,,,,,,경상남도 통영시 산양읍 신전리 323-1,34.795051,128.416619,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2196,,,,,,,,,경상남도 통영시 산양읍 신전리 323-1,34.795233,128.416633,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2197,,,,,,,,,경상남도 통영시 산양읍 신전리 323-1,34.795233,128.416633,4,415,,통행주의(여기부터 달아·산양삼거리 안전속도 40k),,,,경상남도 통영시,055-650-5332,2021-01-21
2198,,,,,,,,,경상남도 통영시 산양읍 신전리 1520-8,34.795403,128.416591,2,228,,양보,,,,경상남도 통영시,055-650-5332,2021-01-21
2199,,,,,,,,,경상남도 통영시 산양읍 신전리 323-1,34.7955,128.416643,3,323,,노인보호,,,,경상남도 통영시,055-650-5332,2021-01-21
2200,,,,,,,,,경상남도 통영시 산양읍 신전리 323-1,34.7955,128.416643,2,224,,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
2201,,,,,,,,,경상남도 통영시 산양읍 신전리 325-2,34.795292,128.417013,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2202,,,,,,,,,경상남도 통영시 산양읍 신전리 325-2,34.795292,128.417013,4,403,,구역(마을앞),,,,경상남도 통영시,055-650-5332,2021-01-21
2203,,,,,,,,,경상남도 통영시 산양읍 신전리 1521,34.795279,128.417214,1,103,,Y자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
2204,,,,,,,,,경상남도 통영시 산양읍 신전리 241,34.795231,128.417674,2,226,,서행,,,,경상남도 통영시,055-650-5332,2021-01-21
2205,,,,,,,,,경상남도 통영시 산양읍 신전리 241,34.795231,128.417674,4,415,,통행주의(여기부터 달아·산양삼거리 안전속도 40k),,,,경상남도 통영시,055-650-5332,2021-01-21
2206,,,,,,,,,경상남도 통영시 산양읍 신전리 241,34.795231,128.417674,3,323,,노인보호,,,,경상남도 통영시,055-650-5332,2021-01-21
2207,,,,,,,,,경상남도 통영시 산양읍 신전리 241,34.795231,128.417674,2,224,,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
2208,,,,,,,,,경상남도 통영시 산양읍 신전리 241,34.795205,128.417885,3,323,,노인보호,,,,경상남도 통영시,055-650-5332,2021-01-21
2209,,,,,,,,,경상남도 통영시 산양읍 신전리 241,34.795205,128.417885,2,224,,최고속도제한(40),,,,경상남도 통영시,055-650-5332,2021-01-21
2210,,,,,,,,,경상남도 통영시 산양읍 신전리 241,34.793961,128.42123,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2211,,,,,,,,,경상남도 통영시 산양읍 신전리 241,34.793879,128.421451,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2212,,,,,,,,,경상남도 통영시 산양읍 신전리 170-2,34.792414,128.4242,1,111,,우로굽은도로,,,,경상남도 통영시,055-650-5332,2021-01-21
2213,,,,,,,,,경상남도 통영시 산양읍 신전리 2-3,34.792057,128.425165,1,130,,낙석도로,,,,경상남도 통영시,055-650-5332,2021-01-21
