위도,경도,amenity,cuisine,name,phone,addr:full,description,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door,name:en,name:ko,addr:housename,diet:halal,source
37.53422239,126.9929445,restaurant,american,(유)아웃백스테이크하우스 이태원점,+82 2 749 5101,,,,이태원로,172,,,,,,,,,공공데이터포털
37.53422967,126.9941845,restaurant,mexican,타코벨 이태원지점,+82 2 749 6696,,,,이태원로,180,,,,,,,,,공공데이터포털
37.53422967,126.9941845,restaurant,arab,신밧드,+82 2 792 0069,,,,이태원로,180,,,,,,,,,공공데이터포털
37.5343414,126.9942886,restaurant,turkish,앙카라피크닉,+82 2 793 2550,,,,이태원로,182,,,,,,,,,공공데이터포털
37.5348568,126.9949131,restaurant,turkish,파샤,+82 2 793 6144,,,,이태원로,189,,,,,PASHA,파샤,,,공공데이터포털
37.53435585,126.9951485,restaurant,turkish,케르반레스토랑,+82 2 792 4767,,,,이태원로,190,,,,,,,,,공공데이터포털
37.53436667,126.9953703,restaurant,turkish,미스터케밥,+82 2 3463 2356,,다양한 터키 케밥과 할랄 음식의 대표적 음식점,,이태원로,192,,,,,,,,,공공데이터포털
37.53436667,126.9953703,restaurant,turkish,앙카라펠레스,+82 2 3785 3787,,,,이태원로,192,,,,,,,,,공공데이터포털
37.53436667,126.9953703,restaurant,arab,두바이,+82 2 798 9277,,,,이태원로,192,,,,,DUBAI,두바이,,,공공데이터포털
37.53320232,126.9908493,restaurant,paraguayan,프로메사,+82 2 515 4075,,,,이태원로14길,26,,,,,,,,,공공데이터포털
37.53675261,126.9997058,restaurant,italian,비밀,+82 2 797 0715,,기존 파스타가 아닌 건강식 재료를 사용한 건강식 파스타,,이태원로55가길,35,,,1,,Bmeal,비밀,,,공공데이터포털
37.53688236,126.9995338,restaurant,japanese,진돈부리,+82 2 797 1179,,일본재료를 사용해서 당일 판매재료만 판매합니다.,,이태원로55가길,38,,,1,,,,,,공공데이터포털
37.53824827,127.0008599,restaurant,japanese,스시제트,+82 2 795 4267,,스시 & 데판 전문,,이태원로55길,11,,,1; 2,,,스시제트,,,공공데이터포털
37.5338151,126.9922159,restaurant,vietnamese,르사이공,+82 2 792 0336,,,,보광로59길,31,,,1,,,르사이공,,,공공데이터포털
