업종명,업소명,소재지(도로명),소재지(지번),소재지전화,영업자시작일,데이터기준일자
일반음식점,밤실로183,광주광역시 북구 밤실로 183 (두암동),광주광역시 북구 두암동 288-35 ,062-267-8301,2018-08-28,2020-12-09
일반음식점,제주도세기마을,"광주광역시 북구 저불로69번길 29 (용봉동,(1층))",광주광역시 북구 용봉동 843 (1층) ,062-511-2303,2018-08-29,2020-12-09
일반음식점,펍(PUB),"광주광역시 북구 저불로39번길 3, 1층 (용봉동)",광주광역시 북구 용봉동 1397-2 1층 ,,2018-08-29,2020-12-09
일반음식점,둘이네아구낙지전문점,"광주광역시 북구 면앙로139번길 45 (두암동, 1층)",광주광역시 북구 두암동 565-6 1층 ,,2018-08-31,2020-12-09
일반음식점,배가네동태탕.찜전문점(각화점),"광주광역시 북구 동문대로204번길 25 (각화동,(지상1층))",광주광역시 북구 각화동 508-25 (지상1층) ,,2018-08-31,2020-12-09
일반음식점,웰빙소주방포차,"광주광역시 북구 하서로229번길 67 (양산동, A동 1층)",광주광역시 북구 양산동 651 A동 1층 ,,2018-08-31,2020-12-09
일반음식점,용천통닭&호프문흥점,"광주광역시 북구 문산로 52, 해광,한신 무지개아파트 103동 1층 8호 (문흥동)","광주광역시 북구 문흥동 995-1 해광,한신 무지개아파트 103동 8호",,2018-08-31,2020-12-09
일반음식점,전라도밥상,광주광역시 북구 동문대로86번길 8 (두암동),광주광역시 북구 두암동 886-2 ,062-268-3498,2018-09-03,2020-12-09
일반음식점,풍월,"광주광역시 북구 저불로 40, 1층 (용봉동, 외1필지)",광주광역시 북구 용봉동 1399-1 외1필지 (1층) ,062-514-2440,2018-09-03,2020-12-09
일반음식점,삼촌돼지국밥,"광주광역시 북구 양산택지로 18, 2층 (양산동)",광주광역시 북구 양산동 1026 ,,2018-09-04,2020-12-09
일반음식점,치킨과바람피자금남로점,"광주광역시 북구 중가로 54, 1층 (유동)",광주광역시 북구 유동 109-6 1층 ,,2018-09-05,2020-12-09
일반음식점,제주섬,광주광역시 북구 북문대로232번길 3 (동림동),광주광역시 북구 동림동 1155-4 ,,2018-09-05,2020-12-09
일반음식점,밥장인돼지찌개(운암점),"광주광역시 북구 서강로 52 (운암동, 롯데낙천대 상가3동 102호)",광주광역시 북구 운암동 789-10 롯데낙천대 상가3동 102호 ,,2018-09-05,2020-12-09
일반음식점,또와포차,"광주광역시 북구 서림로 55, 1층 (임동)",광주광역시 북구 임동 128-5 ,,2018-09-05,2020-12-09
일반음식점,대자,광주광역시 북구 대자로 17 (운암동),광주광역시 북구 운암동 779-2 ,,2018-09-05,2020-12-09
일반음식점,광주과기원제2학생회관구내식당,"광주광역시 북구 첨단과기로 123, 제2학생회관 1층 (오룡동)",광주광역시 북구 오룡동 1 제2학생회관 1층 ,062-945-5999,2018-09-06,2020-12-09
일반음식점,장마당,"광주광역시 북구 동문대로85번길 20, 1층층 (우산동)",광주광역시 북구 우산동 231-76 ,,2018-09-06,2020-12-09
일반음식점,짝태와통골뱅이,"광주광역시 북구 저불로69번길 11, 1층 (용봉동)",광주광역시 북구 용봉동 1361-2 ,,2018-09-06,2020-12-09
일반음식점,둥지,"광주광역시 북구 서암대로100번길 5, 1층 (신안동)",광주광역시 북구 신안동 380-1 ,,2018-09-07,2020-12-09
일반음식점,깐깐한족발(두암점),"광주광역시 북구 밤실로 180 (두암동,1층)",광주광역시 북구 두암동 285-18 1층 ,062-262-3392,2018-09-10,2020-12-09
일반음식점,남도수산회포차,"광주광역시 북구 대자로 26 (운암동, 1층)",광주광역시 북구 운암동 780-2 1층 ,,2018-09-10,2020-12-09
일반음식점,수김밥(첨단신용점),"광주광역시 북구 첨단연신로107번길 5, 1층 (신용동)",광주광역시 북구 신용동 722 ,,2018-09-10,2020-12-09
일반음식점,양촌,"광주광역시 북구 양산택지로 140, 1층 102호 (본촌동)",광주광역시 북구 본촌동 2862-1 ,,2018-09-10,2020-12-09
일반음식점,복돼지상회,광주광역시 북구 경양로 45-1 (임동),광주광역시 북구 임동 186-15 ,062-529-3238,2018-09-11,2020-12-09
일반음식점,투사랑(운암금호점),"광주광역시 북구 서강로 104 (운암동,(지상1층))",광주광역시 북구 운암동 958 (지상1층) ,,2018-09-11,2020-12-09
일반음식점,굿스시회전초밥,"광주광역시 북구 우치로 70, 2층 (중흥동)",광주광역시 북구 중흥동 361-23 2층 ,,2018-09-11,2020-12-09
일반음식점,스테이크펍,"광주광역시 북구 서강로 104-8 (운암동, 1층)",광주광역시 북구 운암동 958-2 1층 ,,2018-09-11,2020-12-09
일반음식점,용천통닭,"광주광역시 북구 하서로423번길 18, 1층 (용두동)",광주광역시 북구 용두동 333-13 ,,2018-09-11,2020-12-09
일반음식점,청년다방양산지구점,"광주광역시 북구 하서로 424, 월계수타워 1층 102호 (용두동)",광주광역시 북구 용두동 280 월계수타워 ,,2018-09-11,2020-12-09
일반음식점,풀코스(두암점),광주광역시 북구 서방로 174 (두암동),광주광역시 북구 두암동 902-1 ,062-269-6403,2018-09-12,2020-12-09
일반음식점,다비네식당,"광주광역시 북구 자라봉로 12, 1층 (양산동)",광주광역시 북구 양산동 953-1 ,,2018-09-12,2020-12-09
일반음식점,임실치즈피자(각화점),광주광역시 북구 군왕로 196 (각화동),광주광역시 북구 각화동 180-5 ,,2018-09-13,2020-12-09
일반음식점,야단법석,"광주광역시 북구 연양로 26 (연제동,(지상1층))",광주광역시 북구 연제동 478-45 (지상1층) ,,2018-09-14,2020-12-09
일반음식점,구호전닭곰탕,"광주광역시 북구 당뫼로8번길 51 (우산동, 1층)",광주광역시 북구 우산동 518-66 1층 ,,2018-09-14,2020-12-09
일반음식점,치킨플러스전남대점,"광주광역시 북구 서방로 46-1 (중흥동, 1층)",광주광역시 북구 중흥동 288-5 1층 ,,2018-09-14,2020-12-09
일반음식점,팡팡호프,"광주광역시 북구 양산로 41, 2층 (양산동)",광주광역시 북구 양산동 744 ,,2018-09-14,2020-12-09
일반음식점,라이브걸7080,"광주광역시 북구 우치로331번길 4 (삼각동,외1필지 지하1층)",광주광역시 북구 삼각동 640-13 외1필지 지하1층 ,062-251-6287,2018-09-17,2020-12-09
일반음식점,갈비굽는집,"광주광역시 북구 양산택지로51번길 16 (양산동, 1층)",광주광역시 북구 양산동 714 1층 ,,2018-09-17,2020-12-09
일반음식점,명태어장,"광주광역시 북구 자동차로 31, 1층 (임동)",광주광역시 북구 임동 51-3 ,,2018-09-17,2020-12-09
일반음식점,레드애플본촌점,"광주광역시 북구 상촌로43번길 54, 1층 (본촌동)",광주광역시 북구 본촌동 3051 1층 ,,2018-09-18,2020-12-09
일반음식점,산티아고,"광주광역시 북구 동문대로 72 (두암동, 1층)",광주광역시 북구 두암동 700-17 ,,2018-09-18,2020-12-09
일반음식점,대가출장뷔페,"광주광역시 북구 첨단연신로 25, 1층 103호 (연제동)",광주광역시 북구 연제동 1061 ,,2018-09-18,2020-12-09
일반음식점,배불뚝이,"광주광역시 북구 북문대로232번길 3-10, 1층 (동림동)",광주광역시 북구 동림동 1154-4 (1층) ,,2018-09-19,2020-12-09
일반음식점,풍요,광주광역시 북구 양일로305번길 8 (일곡동),광주광역시 북구 일곡동 843-5 ,,2018-09-19,2020-12-09
일반음식점,미소래고깃집,"광주광역시 북구 중가로3번길 25 (임동, 1층 101호)",광주광역시 북구 임동 14-2 1층 101호 ,,2018-09-19,2020-12-09
일반음식점,토방,"광주광역시 북구 참판로 240 (각화동, 1층 )",광주광역시 북구 각화동 181-19 1층 ,062-522-1238,2018-09-20,2020-12-09
일반음식점,갈능이곰능이,"광주광역시 북구 북문대로159번길 9 (운암동, 1층)",광주광역시 북구 운암동 1039-5 1층 ,,2018-09-20,2020-12-09
일반음식점,몸에좋은밥상,"광주광역시 북구 설죽로217번길 6-18, 1층 (용봉동)",광주광역시 북구 용봉동 584-54 1층 ,,2018-09-21,2020-12-09
일반음식점,덤앤덤돼지촌,광주광역시 북구 호동로 12-6 (중흥동),광주광역시 북구 중흥동 279-10 ,,2018-09-21,2020-12-09
일반음식점,엄마손식당,"광주광역시 북구 대자로 82 (운암동,(1층))",광주광역시 북구 운암동 447-18 (1층) ,,2018-09-27,2020-12-09
일반음식점,보보스,"광주광역시 북구 대자로 72-1, 1층 (운암동)",광주광역시 북구 운암동 446-35 1층 ,,2018-09-28,2020-12-09
일반음식점,금영앞다리집,"광주광역시 북구 첨단연신로107번길 19 (신용동, 1층 106호)",광주광역시 북구 신용동 713 1층 106호 ,,2018-09-28,2020-12-09
일반음식점,금잔디호프,"광주광역시 북구 양산로 50, 3층 (양산동)",광주광역시 북구 양산동 882 3층 ,,2018-10-01,2020-12-09
일반음식점,그리네,"광주광역시 북구 경양로 104 (임동, 1층)",광주광역시 북구 임동 2-3 1층 ,062-350-6300,2018-10-02,2020-12-09
일반음식점,예향,광주광역시 북구 북문대로169번길 12-6 (운암동),광주광역시 북구 운암동 1069-3 ,062-514-0802,2018-10-02,2020-12-09
일반음식점,낙지한마당,"광주광역시 북구 설죽로217번길 6-3 (용봉동,(지상1층))",광주광역시 북구 용봉동 1373-2 (지상1층) ,062-525-5335,2018-10-05,2020-12-09
일반음식점,즐거운밥상백식당,"광주광역시 북구 일곡마을로116번길 28-4, 1층 (일곡동)",광주광역시 북구 일곡동 893-3 1층 ,062-575-8537,2018-10-05,2020-12-09
일반음식점,"호식이두마리치킨(오치,매곡점)","광주광역시 북구 우치로231번길 17 (오치동, 1층)",광주광역시 북구 오치동 866-10 1층 ,,2018-10-05,2020-12-09
일반음식점,장미맨숀용봉점,"광주광역시 북구 저불로 35, 1층 (용봉동)",광주광역시 북구 용봉동 1398-2 1층 ,,2018-10-08,2020-12-09
일반음식점,메이,광주광역시 북구 동문대로 280 (각화동),광주광역시 북구 각화동 380 ,062-268-6205,2018-10-10,2020-12-09
일반음식점,나비상회상대점,"광주광역시 북구 설죽로214번길 75 (용봉동,(1층))",광주광역시 북구 용봉동 1244-7 (1층) ,062-523-9235,2018-10-10,2020-12-09
일반음식점,코로나,"광주광역시 북구 호동로15번길 9, 2층 (용봉동)",광주광역시 북구 용봉동 159-8 2층 ,,2018-10-10,2020-12-09
일반음식점,꾸소곱창,"광주광역시 북구 안산로 78 (삼각동, 상가동 3호)",광주광역시 북구 삼각동 637 우미타운 상가동 3호 ,,2018-10-10,2020-12-09
일반음식점,해뜨는집,"광주광역시 북구 서방로 159, 1층 (두암동)",광주광역시 북구 두암동 874-13 ,,2018-10-10,2020-12-09
일반음식점,칠우대패삼겹살(문흥점),광주광역시 북구 대천로 140-4 (문흥동),광주광역시 북구 문흥동 997-2 ,062-269-1555,2018-10-11,2020-12-09
일반음식점,족발창고,"광주광역시 북구 저불로31번길 4-1, 1층 (용봉동)",광주광역시 북구 용봉동 1397-5 1층 ,,2018-10-11,2020-12-09
일반음식점,꼬꼬인더박스(용봉점),"광주광역시 북구 용봉택지로 20, 용봉동 한신아파트 상가동 1층 104호 (용봉동)",광주광역시 북구 용봉동 1074-6 용봉동 한신아파트 ,,2018-10-11,2020-12-09
일반음식점,오복맛집,"광주광역시 북구 우치로228번길 37, 1층 (오치동)",광주광역시 북구 오치동 968-8 1층 ,062-266-9969,2018-10-12,2020-12-09
일반음식점,레인보우마카롱신안점,"광주광역시 북구 자미로 26 (신안동, 1층)",광주광역시 북구 신안동 240-1 ,,2018-10-12,2020-12-09
일반음식점,촌닭이두마리(연제점),광주광역시 북구 양산제로137번길 21 (연제동),광주광역시 북구 연제동 6-7 ,062-456-4331,2018-10-15,2020-12-09
일반음식점,산들푸드,"광주광역시 북구 동운로 225 (운암동,(1층))",광주광역시 북구 운암동 376-11 (1층) ,,2018-10-15,2020-12-09
일반음식점,복댕이퓨전포차,광주광역시 북구 대천로139번길 1 (문흥동),광주광역시 북구 문흥동 954-10 ,,2018-10-15,2020-12-09
일반음식점,news감성포차,"광주광역시 북구 밤실로 199-1 (두암동, 지하1층)",광주광역시 북구 두암동 305-7 지하1층 ,,2018-10-15,2020-12-09
일반음식점,고봉민김밥인(양산점),"광주광역시 북구 양산택지로 54 (양산동, 1층 )",광주광역시 북구 양산동 754 1층 ,,2018-10-16,2020-12-09
일반음식점,7080나팔바지,"광주광역시 북구 첨단연신로107번길 5-20, 3층 302-1호 (신용동)",광주광역시 북구 신용동 725 3층 302-1호 ,,2018-10-16,2020-12-09
일반음식점,참숯불생선구이,"광주광역시 북구 밤실로 193-4, 1층 (두암동)",광주광역시 북구 두암동 300-1 ,,2018-10-16,2020-12-09
일반음식점,희망반점,"광주광역시 북구 면앙로165번길 4 (두암동,(1층))",광주광역시 북구 두암동 581-18 (1층) ,062-266-1284,2018-10-17,2020-12-09
일반음식점,땡겨복돼지,"광주광역시 북구 어매마을길17번길 14 (매곡동, 1층, 상가동 105,106동)","광주광역시 북구 매곡동 215-2 1층, 상가동 105,106동 ",,2018-10-18,2020-12-09
일반음식점,필,"광주광역시 북구 북문대로159번길 37, B동 1층 211호 (운암동)",광주광역시 북구 운암동 1038-1 ,,2018-10-18,2020-12-09
일반음식점,도란도란,"광주광역시 북구 안산로 18 (오치동, 1층)",광주광역시 북구 오치동 948-1 1층 ,062-264-2144,2018-10-19,2020-12-09
일반음식점,가보세,"광주광역시 북구 동문대로134번길 26 (두암동, 1층)",광주광역시 북구 두암동 842-13 1층 ,062-268-2977,2018-10-19,2020-12-09
일반음식점,더본푸드,"광주광역시 북구 송월로 24, 1층 (오치동)",광주광역시 북구 오치동 1039-10 1층 ,,2018-10-19,2020-12-09
일반음식점,달리는커피광주북구점,"광주광역시 북구 우치로90번길 21 (용봉동,(지하1층))",광주광역시 북구 용봉동 159-11 (지하1층) ,062-251-2726,2018-10-24,2020-12-09
일반음식점,추억만들기,"광주광역시 북구 대천로 161, 1층 (문흥동)",광주광역시 북구 문흥동 963-7 ,,2018-10-24,2020-12-09
일반음식점,김부성닭집,"광주광역시 북구 밤실로 187-2 (두암동,(1층))",광주광역시 북구 두암동 288-9 (1층) ,,2018-10-25,2020-12-09
일반음식점,미가식당,"광주광역시 북구 서방로182번길 14 (두암동, 1층)",광주광역시 북구 두암동 901-7 1층 ,,2018-10-25,2020-12-09
일반음식점,용두제이호프,"광주광역시 북구 하서로 421, 3층 303호 (용두동)",광주광역시 북구 용두동 306 (3층)303호 ,,2018-10-25,2020-12-09
일반음식점,숨겨진섬,광주광역시 북구 운용로95번길 25-14 (용봉동),광주광역시 북구 용봉동 1389-3 ,062-514-0441,2018-10-26,2020-12-09
일반음식점,해성맛집푸드,"광주광역시 북구 양산택지로51번길 16 (양산동, 1층)",광주광역시 북구 양산동 714 1층 ,062-572-5988,2018-10-26,2020-12-09
일반음식점,카페무르익,"광주광역시 북구 양산제로 77, 3층 (연제동)",광주광역시 북구 연제동 324-1 3층 ,062-575-0780,2018-10-26,2020-12-09
일반음식점,맛나맛나,"광주광역시 북구 대천로 143-1, 1층 (문흥동)",광주광역시 북구 문흥동 956-11 ,,2018-10-26,2020-12-09
일반음식점,빅스타피자광주운암점,"광주광역시 북구 서강로74번길 1, 1층 (운암동)",광주광역시 북구 운암동 971-3 1층 ,,2018-10-29,2020-12-09
일반음식점,드루와,광주광역시 북구 면앙로121번길 96-2 (문흥동),광주광역시 북구 문흥동 185-10 ,,2018-10-29,2020-12-09
일반음식점,용두삼겹,"광주광역시 북구 하서로423번길 16, 1층 (용두동)",광주광역시 북구 용두동 333-19 1층 ,,2018-10-30,2020-12-09
일반음식점,제일함바식당,"광주광역시 북구 무등로 183, 1층 (신안동)",광주광역시 북구 신안동 132-2 1층 ,,2018-10-30,2020-12-09
일반음식점,제일식당,"광주광역시 북구 무등로 183, 2층 (신안동)",광주광역시 북구 신안동 132-2 ,,2018-10-30,2020-12-09
일반음식점,화반,"광주광역시 북구 중문로9번길 54, 1층 (중흥동)",광주광역시 북구 중흥동 276-18 ,,2018-10-30,2020-12-09
일반음식점,곱창선생,광주광역시 북구 용봉택지로 69 (용봉동),광주광역시 북구 용봉동 1382-3 ,062-528-5080,2018-10-31,2020-12-09
일반음식점,타카라카레,"광주광역시 북구 우치로100번길 10-8 (용봉동, 1층)",광주광역시 북구 용봉동 160-7 1층 ,,2018-10-31,2020-12-09
일반음식점,썬더치킨,"광주광역시 북구 설죽로 506-7 (일곡동, 1층 )",광주광역시 북구 일곡동 828-7 1층 ,,2018-11-01,2020-12-09
일반음식점,황제회포차,"광주광역시 북구 대자로 87 (운암동, 바동 3호~4호 )",광주광역시 북구 운암동 94-7 바동 3호~4호 ,,2018-11-01,2020-12-09
일반음식점,오니상,"광주광역시 북구 북문대로103번길 33 (운암동, 1층)",광주광역시 북구 운암동 935-9 1층 ,,2018-11-01,2020-12-09
일반음식점,끼니꾸니분식,"광주광역시 북구 우치로 181, 1층 (용봉동)",광주광역시 북구 용봉동 1197-3 1층 ,062-512-9550,2018-11-02,2020-12-09
일반음식점,잔비소,"광주광역시 북구 양산택지로 56 (양산동,가동 지상1층)",광주광역시 북구 양산동 753 가동 지상1층 ,062-572-9255,2018-11-02,2020-12-09
일반음식점,솥뚜껑삼겹살,"광주광역시 북구 일곡택지로53번길 6-3 (일곡동, 1층)",광주광역시 북구 일곡동 887-6 1층 ,062-574-7288,2018-11-05,2020-12-09
일반음식점,듣는가게,"광주광역시 북구 중외길25번길 17, 1층 (매곡동)",광주광역시 북구 매곡동 75 ,,2018-11-05,2020-12-09
일반음식점,길성유부,광주광역시 북구 우치로126번길 8 (용봉동),광주광역시 북구 용봉동 151-66 ,062-528-3080,2018-11-06,2020-12-09
일반음식점,(재)광주과학기술진흥원,"광주광역시 북구 첨단과기로 339 (대촌동, 3층)",광주광역시 북구 대촌동 958-3 3층 ,062-609-0530,2018-11-06,2020-12-09
일반음식점,빛과밤,"광주광역시 북구 대자로 69 (운암동, 1층 )",광주광역시 북구 운암동 93-46 1층 ,,2018-11-06,2020-12-09
일반음식점,골목맥주,"광주광역시 북구 군왕로 198 (각화동, 1층)",광주광역시 북구 각화동 180-11 1층 ,,2018-11-06,2020-12-09
일반음식점,알촌(전남대점),"광주광역시 북구 설죽로214번길 122 (용봉동, 1층)",광주광역시 북구 용봉동 376-1 1층 ,,2018-11-06,2020-12-09
일반음식점,용전식육식당,"광주광역시 북구 용전마을길 28 (용전동,(1층))",광주광역시 북구 용전동 616-1 (1층) ,062-571-1261,2018-11-07,2020-12-09
일반음식점,(재)광주과학기술진흥원,"광주광역시 북구 첨단과기로 339 (대촌동, 1층)",광주광역시 북구 대촌동 958-3 1층 ,062-609-0530,2018-11-07,2020-12-09
일반음식점,중독뒷고기점빵,"광주광역시 북구 용봉택지로 62, 1층 (용봉동)",광주광역시 북구 용봉동 1387-2 (1층) ,,2018-11-07,2020-12-09
일반음식점,우리콩,광주광역시 북구 하서로 443 (용두동),광주광역시 북구 용두동 276-19 ,062-575-9650,2018-11-08,2020-12-09
일반음식점,투게더첨단2지구행복점,"광주광역시 북구 첨단연신로108번길 132, 1층 (신용동)",광주광역시 북구 신용동 751 1층 ,,2018-11-08,2020-12-09
일반음식점,카페52(KAFE52),"광주광역시 북구 설죽로 402, 1층 (삼각동)",광주광역시 북구 삼각동 753-31 ,,2018-11-08,2020-12-09
일반음식점,말바우국밥,"광주광역시 북구 동문대로97번길 3 (우산동, 외1필지 1층)",광주광역시 북구 우산동 231-11 외1필지 1층 ,062-262-4282,2018-11-09,2020-12-09
일반음식점,러블리,광주광역시 북구 우치로 104-7 (용봉동),광주광역시 북구 용봉동 152-30 ,062-268-7070,2018-11-12,2020-12-09
일반음식점,썬호프,"광주광역시 북구 하서로423번길 16, 2층 (용두동)",광주광역시 북구 용두동 333-19 ,,2018-11-12,2020-12-09
일반음식점,커피앤,"광주광역시 북구 임방울대로1042번길 51, 1층 (신용동)",광주광역시 북구 신용동 624-14 1층 ,,2018-11-13,2020-12-09
일반음식점,투사랑,"광주광역시 북구 연양로7번길 56, 신용주공아파트 상가동 103호 (신용동)",광주광역시 북구 신용동 647 신용주공아파트 상가동 103호 ,,2018-11-13,2020-12-09
일반음식점,커피랩(coffeeLab),"광주광역시 북구 설죽로217번길 6-10, 1층 (용봉동)",광주광역시 북구 용봉동 1374-7 ,,2018-11-13,2020-12-09
일반음식점,왕칼국수,"광주광역시 북구 서강로 92-3 (운암동, 1층)",광주광역시 북구 운암동 960 1층 ,062-521-6323,2018-11-14,2020-12-09
일반음식점,낙지전문점설하원,"광주광역시 북구 무등로 128-10 (신안동, 1층)",광주광역시 북구 신안동 252-23 1층 ,,2018-11-14,2020-12-09
일반음식점,쉐보레카페,"광주광역시 북구 오문로 234 (문흥동, 1층)",광주광역시 북구 문흥동 81 1층 ,,2018-11-14,2020-12-09
일반음식점,만나식당,"광주광역시 북구 삼정로87번길 30, 1층 (두암동)",광주광역시 북구 두암동 923-10 ,,2018-11-14,2020-12-09
일반음식점,남원추어탕두레박,광주광역시 북구 탁영로 7 (두암동),광주광역시 북구 두암동 352-23 (1층) ,062-261-5559,2018-11-19,2020-12-09
일반음식점,팽이와꼬꼬,광주광역시 북구 가사문학로 954-38 (충효동),광주광역시 북구 충효동 311 ,062-266-8286,2018-11-19,2020-12-09
일반음식점,보물섬회수산,"광주광역시 북구 서하로 419 (문흥동, 상가A동 1층1호)",광주광역시 북구 문흥동 995-3 상가A동 1층1호 ,,2018-11-19,2020-12-09
일반음식점,구수한식육식당,"광주광역시 북구 우치로 390, 1층 (삼각동)",광주광역시 북구 삼각동 166-2 ,,2018-11-19,2020-12-09
일반음식점,카페더테라스,"광주광역시 북구 하서로 477, 2층 207호 (본촌동)",광주광역시 북구 본촌동 673-14 ,,2018-11-19,2020-12-09
일반음식점,김영희아구찜&코다리냉면,"광주광역시 북구 설죽로217번길 6-10, 1층 (용봉동)",광주광역시 북구 용봉동 1374-7 1층 ,062-521-8933,2018-11-20,2020-12-09
일반음식점,시간돼지,"광주광역시 북구 북문대로232번길 9-3 (동림동,(1층))",광주광역시 북구 동림동 1155-1 (1층) ,062-522-2440,2018-11-20,2020-12-09
일반음식점,메가MGC커피광주일곡점,광주광역시 북구 설죽로 506-9 (일곡동),광주광역시 북구 일곡동 828-6 ,,2018-11-20,2020-12-09
일반음식점,두찜(첨단점),"광주광역시 북구 첨단연신로91번길 44, 대성빌딩 1층 102호 (신용동)",광주광역시 북구 신용동 691 대성빌딩 ,,2018-11-20,2020-12-09
일반음식점,오늘한점,"광주광역시 북구 용봉택지로 89 (용봉동, 1층)",광주광역시 북구 용봉동 1385-3 1층 ,062-515-7877,2018-11-21,2020-12-09
일반음식점,풀덤,"광주광역시 북구 설죽로 511, 2층 (일곡동)",광주광역시 북구 일곡동 846-3 ,,2018-11-21,2020-12-09
일반음식점,옛날국밥,광주광역시 북구 삼정로 137 (두암동),광주광역시 북구 두암동 408-14 ,062-265-6938,2018-11-22,2020-12-09
일반음식점,가족사랑,"광주광역시 북구 면앙로170번길 22, 1층 (두암동)",광주광역시 북구 두암동 837-23 1층 ,062-514-4377,2018-11-22,2020-12-09
일반음식점,쉼터,광주광역시 북구 경열로 185 (유동),광주광역시 북구 유동 34-12 ,062-522-6185,2018-11-22,2020-12-09
일반음식점,모두랑,광주광역시 북구 대자실로 14 (운암동),광주광역시 북구 운암동 945-1 ,,2018-11-22,2020-12-09
일반음식점,중원최고루,광주광역시 북구 능안로22번길 56 (문흥동),광주광역시 북구 문흥동 954-5 ,,2018-11-22,2020-12-09
일반음식점,정든닭발,"광주광역시 북구 자미로66번길 7-7, 1층 (신안동)",광주광역시 북구 신안동 225-26 ,,2018-11-22,2020-12-09
일반음식점,상무초밥용봉점,"광주광역시 북구 용봉택지로 95, 1층 (용봉동)",광주광역시 북구 용봉동 1385-6 ,,2018-11-22,2020-12-09
일반음식점,돌탱이,"광주광역시 북구 첨단연신로108번길 53 (신용동, 1층 )",광주광역시 북구 신용동 800 1층 ,,2018-11-23,2020-12-09
일반음식점,가쿠메이긴자,"광주광역시 북구 용봉택지로 81, 1층 (용봉동)",광주광역시 북구 용봉동 1384-2 1층 ,,2018-11-23,2020-12-09
일반음식점,옴시롱감시롱,"광주광역시 북구 삼정로 136, 1층 (두암동)",광주광역시 북구 두암동 408-28 (1층) ,,2018-11-23,2020-12-09
일반음식점,신사동두목야식광주오치점,"광주광역시 북구 설죽로370번길 25, 삼각동 모아,호반아파트 1층 109호 (삼각동)","광주광역시 북구 삼각동 755-16 삼각동 모아,호반아파트 ",,2018-11-23,2020-12-09
일반음식점,지우네삼(겹살)족(발),"광주광역시 북구 군왕로 22-1 (풍향동, 1층)",광주광역시 북구 풍향동 27-12 1층 ,,2018-11-23,2020-12-09
일반음식점,숯불위에돼지,"광주광역시 북구 중가로 56-1, 1층 (유동)",광주광역시 북구 유동 109-1 ,,2018-11-23,2020-12-09
일반음식점,삼시세끼,"광주광역시 북구 대천로157번길 6-1, 1층 (문흥동)",광주광역시 북구 문흥동 963-12 1층 ,,2018-11-26,2020-12-09
일반음식점,피자스타(문화점),광주광역시 북구 평교로 27 (문흥동),광주광역시 북구 문흥동 925-4 ,,2018-11-26,2020-12-09
일반음식점,대박식당,"광주광역시 북구 동문대로112번길 100 (두암동, 1층)",광주광역시 북구 두암동 831-8 1층 ,,2018-11-26,2020-12-09
일반음식점,걸작떡볶이광주양산점,"광주광역시 북구 하서로 396, 경일빌딩 1층 110호 (양산동)",광주광역시 북구 양산동 233 경일빌딩 ,,2018-11-26,2020-12-09
일반음식점,와라호프,"광주광역시 북구 저불로 37, 2층 (용봉동)",광주광역시 북구 용봉동 1398-5 ,,2018-11-26,2020-12-09
일반음식점,브이아이피,"광주광역시 북구 용봉택지로 38 (용봉동, 1층)",광주광역시 북구 용봉동 1097-14 1층 ,062-529-2457,2018-11-27,2020-12-09
일반음식점,마녀맥주가게,"광주광역시 북구 양산로 26 (양산동, 1층)",광주광역시 북구 양산동 813 1층 ,062-576-1118,2018-11-27,2020-12-09
일반음식점,곱창이야기,"광주광역시 북구 저불로 65, 1필지 1층 (용봉동)","광주광역시 북구 용봉동 1365-3 1필지, 1층 ",,2018-11-27,2020-12-09
일반음식점,전통면옥,"광주광역시 북구 양산택지로 61, 1층 (양산동)",광주광역시 북구 양산동 719 ,,2018-11-27,2020-12-09
일반음식점,치킨박스,"광주광역시 북구 무등로39번길 12, 1층 (운암동)",광주광역시 북구 운암동 421-1 ,,2018-11-27,2020-12-09
일반음식점,숯양두마리치킨운암점,"광주광역시 북구 서강로 61, 1층 (운암동)",광주광역시 북구 운암동 910-7 1층 ,062-525-9600,2018-11-28,2020-12-09
일반음식점,신당명가,광주광역시 북구 우치로90번길 18 (용봉동),광주광역시 북구 용봉동 161-64 ,062-264-8481,2018-11-29,2020-12-09
일반음식점,고향우렁이쌈밥,광주광역시 북구 태봉로 68 (신안동),광주광역시 북구 신안동 12-16 ,062-526-1102,2018-11-29,2020-12-09
일반음식점,송해반점,"광주광역시 북구 동문대로110번길 4, 1층 (두암동)",광주광역시 북구 두암동 881-18 (1층) ,,2018-11-29,2020-12-09
일반음식점,연기나는굴뚝,광주광역시 북구 안산로 17 (오치동),광주광역시 북구 오치동 578-9 ,,2018-11-30,2020-12-09
일반음식점,몽크,"광주광역시 북구 안산로 40 (오치동,4층)",광주광역시 북구 오치동 917-1 4층 ,,2018-11-30,2020-12-09
일반음식점,한끼도시락,"광주광역시 북구 설죽로214번길 129 (용봉동, 1층)",광주광역시 북구 용봉동 375-4 1층 ,062-523-9050,2018-12-03,2020-12-09
일반음식점,별빛포차,"광주광역시 북구 태봉로 70, 1층 (신안동)",광주광역시 북구 신안동 12-3 ,,2018-12-03,2020-12-09
일반음식점,88켄터키치킨(일곡점),"광주광역시 북구 일곡택지로 73-1 (일곡동, 지하1층)",광주광역시 북구 일곡동 880-3 지하1층 ,062-575-2386,2018-12-04,2020-12-09
